team_key,school,nickname,current_power4_conference,city,state,location,season,season_conference,wins,losses,ties,games,record,win_pct,record_basis,location_source_url,season_record_source_url
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2012,Pac-12,12,2,0,14,12-2,0.857,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2012
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2013,Pac-12,11,3,0,14,11-3,0.786,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2013
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2014,Pac-12,8,5,0,13,8-5,0.615,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2014_NCAA_Division_I_FBS_football_season#Conference_standings
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2015,Pac-12,12,2,0,14,12-2,0.857,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2015_NCAA_Division_I_FBS_football_season#Conference_standings
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2016,Pac-12,10,3,0,13,10-3,0.769,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2016_NCAA_Division_I_FBS_football_season#Conference_standings
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2017,Pac-12,9,5,0,14,9-5,0.643,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2017_NCAA_Division_I_FBS_football_season#Conference_standings
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2018,Pac-12,9,4,0,13,9-4,0.692,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2018
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2019,Pac-12,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2019
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2020,Pac-12,4,2,0,6,4-2,0.667,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2020
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2021,Pac-12,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2021
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2022,Pac-12,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2022
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2023,Pac-12,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2023
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2024,ACC,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2024
13,Stanford,Cardinal,ACC,Stanford,CA,"Stanford, CA",2025,ACC,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2025
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2010,Big East,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2010
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2011,Big East,5,7,0,12,5-7,0.417,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2011
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2012,Big East,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2012
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2013,ACC,7,6,0,13,7-6,0.538,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2013
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2014,ACC,3,9,0,12,3-9,0.25,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2014_NCAA_Division_I_FBS_football_season#Conference_standings
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2015,ACC,4,8,0,12,4-8,0.333,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2015_NCAA_Division_I_FBS_football_season#Conference_standings
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2016,ACC,4,8,0,12,4-8,0.333,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2016_NCAA_Division_I_FBS_football_season#Conference_standings
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2017,ACC,4,8,0,12,4-8,0.333,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2017_NCAA_Division_I_FBS_football_season#Conference_standings
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2018,ACC,10,3,0,13,10-3,0.769,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2018
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2019,ACC,5,7,0,12,5-7,0.417,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2019
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2020,ACC,1,10,0,11,1-10,0.091,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2020
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2021,ACC,5,7,0,12,5-7,0.417,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2021
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2022,ACC,7,6,0,13,7-6,0.538,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2022
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2023,ACC,6,7,0,13,6-7,0.462,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2023
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2024,ACC,10,3,0,13,10-3,0.769,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2024
14,Syracuse,Orange,ACC,Syracuse,NY,"Syracuse, NY",2025,ACC,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2025
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2010,ACC,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2010
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2011,ACC,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2011
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2012,ACC,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2012
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2013,ACC,2,10,0,12,2-10,0.167,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2013
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2014,ACC,5,7,0,12,5-7,0.417,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2014_NCAA_Division_I_FBS_football_season#Conference_standings
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2015,ACC,4,8,0,12,4-8,0.333,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2015_NCAA_Division_I_FBS_football_season#Conference_standings
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2016,ACC,2,10,0,12,2-10,0.167,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2016_NCAA_Division_I_FBS_football_season#Conference_standings
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2017,ACC,6,7,0,13,6-7,0.462,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2017_NCAA_Division_I_FBS_football_season#Conference_standings
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2018,ACC,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2018
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2019,ACC,9,5,0,14,9-5,0.643,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2019
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2020,ACC,5,5,0,10,5-5,0.5,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2020
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2021,ACC,6,6,0,12,6-6,0.5,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2021
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2022,ACC,3,7,0,10,3-7,0.3,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2022
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2023,ACC,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2023
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2024,ACC,5,7,0,12,5-7,0.417,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2024
15,Virginia,Cavaliers,ACC,Charlottesville,VA,"Charlottesville, VA",2025,ACC,11,3,0,14,11-3,0.786,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2025
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2010,ACC,11,3,0,14,11-3,0.786,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2010
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2011,ACC,11,3,0,14,11-3,0.786,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2011
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2012,ACC,7,6,0,13,7-6,0.538,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2012
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2013,ACC,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2013
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2014,ACC,7,6,0,13,7-6,0.538,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2014_NCAA_Division_I_FBS_football_season#Conference_standings
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2015,ACC,7,6,0,13,7-6,0.538,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2015_NCAA_Division_I_FBS_football_season#Conference_standings
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2016,ACC,10,4,0,14,10-4,0.714,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2016_NCAA_Division_I_FBS_football_season#Conference_standings
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2017,ACC,9,4,0,13,9-4,0.692,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2017_NCAA_Division_I_FBS_football_season#Conference_standings
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2018,ACC,6,7,0,13,6-7,0.462,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2018
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2019,ACC,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2019
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2020,ACC,5,6,0,11,5-6,0.455,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2020
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2021,ACC,6,7,0,13,6-7,0.462,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2021
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2022,ACC,3,8,0,11,3-8,0.273,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2022
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2023,ACC,7,6,0,13,7-6,0.538,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2023
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2024,ACC,6,7,0,13,6-7,0.462,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2024
16,Virginia Tech,Hokies,ACC,Blacksburg,VA,"Blacksburg, VA",2025,ACC,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2025
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2010,ACC,3,9,0,12,3-9,0.25,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2010
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2011,ACC,6,7,0,13,6-7,0.462,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2011
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2012,ACC,5,7,0,12,5-7,0.417,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2012
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2013,ACC,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2013
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2014,ACC,3,9,0,12,3-9,0.25,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2014_NCAA_Division_I_FBS_football_season#Conference_standings
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2015,ACC,3,9,0,12,3-9,0.25,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2015_NCAA_Division_I_FBS_football_season#Conference_standings
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2016,ACC,7,6,0,13,7-6,0.538,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2016_NCAA_Division_I_FBS_football_season#Conference_standings
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2017,ACC,8,5,0,13,8-5,0.615,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2017_NCAA_Division_I_FBS_football_season#Conference_standings
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2018,ACC,7,6,0,13,7-6,0.538,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2018
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2019,ACC,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2019
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2020,ACC,4,5,0,9,4-5,0.444,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2020
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2021,ACC,11,3,0,14,11-3,0.786,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2021
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2022,ACC,8,5,0,13,8-5,0.615,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2022
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2023,ACC,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2023
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2024,ACC,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2024
17,Wake Forest,Demon Deacons,ACC,Winston-Salem,NC,"Winston-Salem, NC",2025,ACC,9,4,0,13,9-4,0.692,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2025
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2010,Big Ten,7,6,0,13,7-6,0.538,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2010
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2011,Big Ten,7,6,0,13,7-6,0.538,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2011
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2012,Big Ten,2,10,0,12,2-10,0.167,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2012
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2013,Big Ten,4,8,0,12,4-8,0.333,straight-up all-games record from BetIQ/TeamRankings season table,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://betiq.teamrankings.com/college-football/betting-trends/win-loss-records/?season=2013
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2014,Big Ten,6,7,0,13,6-7,0.462,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2014_NCAA_Division_I_FBS_football_season#Conference_standings
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2015,Big Ten,5,7,0,12,5-7,0.417,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2015_NCAA_Division_I_FBS_football_season#Conference_standings
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2016,Big Ten,3,9,0,12,3-9,0.25,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2016_NCAA_Division_I_FBS_football_season#Conference_standings
18,Illinois,Fighting Illini,Big Ten,Champaign,IL,"Champaign, IL",2017,Big Ten,2,10,0,12,2-10,0.167,listed overall record on season standings page,https://en.wikipedia.org/wiki/List_of_NCAA_Division_I_FBS_football_programs,https://en.wikipedia.org/wiki/2017_NCAA_Division_I_FBS_football_season#Conference_standings
