year,GEOID,sports_team_count,has_NFL,has_NBA,has_MLB,has_NHL,has_pro_team,power4_school_count,has_power4_school,mlb_avg_temp,mlb_win_pct,mlb_make_playoffs,mlb_make_playoffs_prev,mlb_murder_rate,nfl_avg_temp,nfl_win_pct,nfl_make_playoffs,nfl_make_playoffs_prev,nfl_murder_rate,nhl_avg_temp,nhl_win_pct,nhl_make_playoffs,nhl_make_playoffs_prev,nhl_murder_rate,cfb_avg_temp,cfb_win_pct,cfb_make_playoffs,cfb_make_playoffs_prev,cfb_murder_rate,median_household_income,labor_force,unemployed,unemployment_rate,median_home_value,median_gross_rent,housing_units,owner_occupied,homeownership_rate,poverty_universe,below_poverty,poverty_rate,edu_universe_25plus,bachelors_plus_rate,total_population,race_white_nonhispanic_rate,race_black_nonhispanic_rate,race_aian_nonhispanic_rate,race_asian_nonhispanic_rate,race_nhpi_nonhispanic_rate,race_other_nonhispanic_rate,race_two_plus_nonhispanic_rate,hispanic_or_latino_rate,pop_under_18_rate,pop_18_to_64_rate,pop_65plus_rate
2018,16820,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,2.17,67224,117549,4553,3.873278377527669,272500,1152,88696,56762,63.99612158383693,217000,27316,12.588018433179723,158391,43.998080699029614,230905,74.46395703860895,13.58047681947121,0.23299625387063944,4.1406639093999695,0.03594551871981984,0.1320889543318681,2.3316948528615664,5.082176652735973,19.487235010069075,63.86522595872761,16.64753903120331
2018,16980,5,1,1,1,1,1,0,0,50,78.5,1,1,NA,50,0.75,1,1,22.16,50,0.512,0,0,22.47,NA,0.643,0,0,1.84,68715,5064376,339651,6.706670278826059,231400,1092,3495713,2252365,64.4322059619883,9378669,1168518,12.45931592212072,6436872,37.375389785597726,9536428,53.14681765541563,16.366882862220532,0.10210321936054045,6.479040160529707,0.024443114340086246,0.1668863855523263,1.76652096571169,21.947305636869487,23.253580900521662,63.02687966605526,13.719539433423082
2018,17140,2,1,0,1,0,1,1,1,55,67,0,0,11.36,55,0.375,0,0,12.52,NA,NA,0,0,NA,NA,0.846,0,0,11.09,61870,1128795,57715,5.112974455060485,163100,817,845473,559106,66.12937373517546,2118388,270070,12.748844876387139,1450712,32.96650196593121,2168825,79.65160858990468,12.127995573640105,0.1057254504167003,2.489320254054615,0.04329533272624578,0.17756158288474175,2.2582734891012413,3.146219727271679,23.764665198898022,61.820294399040954,14.415040402061024
2018,17780,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.692,0,0,1.28,48213,125975,5844,4.639015677713832,172400,917,92165,46687,50.65588889491672,237910,55301,23.244504224286494,139084,36.69580972649622,253946,56.78845108802659,10.945240326683624,0.11734778259945028,5.432257251541666,0.026777346364975228,0.12404211919069409,1.8925283327951612,24.67335575279784,20.9619367897112,68.90401896466179,10.134044245627024
2018,17860,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,4.13,54043,97729,4162,4.258715427355238,179800,849,69957,38686,55.299684091656296,167385,30607,18.285389969232607,105495,45.985117778093745,176515,79.00348412316234,8.761295074073026,0.19715038382007197,4.463076792340594,0.10877262555590178,0.1858199019913322,3.9095827550066566,3.3708183440500807,20.347279268050876,68.22989547630513,11.422825255643996
2018,17900,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,7.86,54491,422909,26259,6.209137190270248,149700,920,308718,208031,67.38544561703561,781553,118912,15.214835078363206,537058,31.86601819542768,816664,56.68047079337401,32.9290871153865,0.20889864130168587,2.0524964979477485,0.09208193332876188,0.21881704103523603,2.357273003340419,5.46087497428563,22.309909583378232,63.67000382042064,14.020086596201132
2018,18140,1,0,0,0,1,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,52,0.598,1,1,7.91,NA,0.929,0,0,8.84,62898,1093463,52496,4.800894040310463,173500,925,784786,481952,61.41190082391888,1998748,273069,13.662002413510857,1373112,36.11009152931443,2054062,73.36438724829144,15.08401401710367,0.1312034398182723,4.066186901855932,0.02930778136200368,0.2022334282022646,3.029265913102915,4.093401270263508,23.7842869397321,63.578898786891536,12.636814273376363
2018,19100,4,1,1,1,1,1,2,1,67,67,0,0,3.9,67,0.625,1,1,10.03,67,0.567,1,0,9.5,NA,0.47750000000000004,0,0,8.455,66982,3811449,183178,4.805993730993121,193100,1085,2536055,1512190,59.627650031249324,7167023,903397,12.604912806893461,4671829,34.3557737237386,7255028,46.919860267941075,15.242890861344712,0.28673907254389647,6.558720379852429,0.0934248634188593,0.1827560141738943,2.0829003003158637,28.632708240409272,26.402351582929796,62.814409537771596,10.783238879298604
2018,19740,4,1,1,1,1,1,0,0,51,91,1,1,4.76,51,0.375,0,0,4.7,51,0.549,1,1,4.58,NA,NA,0,0,NA,75565,1608856,63446,3.943547464782429,350500,1292,1094028,695394,63.56272417159341,2815468,265989,9.44741691257013,1957998,42.90060561859614,2850221,64.27154245232212,5.430771859445286,0.4228794889940113,4.094664940016933,0.1159559206110684,0.2118783069804061,2.449774947276018,23.00253208435416,23.182904062527083,64.56527406120438,12.251821876268542
2018,19820,4,1,1,1,1,1,0,0,50,64,0,0,43.03,50,0.375,0,0,38.04,50,0.445,0,0,39.75,NA,NA,0,0,NA,58544,2159147,153471,7.107945869364151,160600,919,1690744,1163420,68.81112693583417,4271446,645414,15.109965103152422,2971255,30.615043138337168,4317179,66.569581664322925,22.143950945744894,0.23774784413618244,4.263548025226658,0.028861439379743115,0.20149732035664955,2.169727037030431,4.3850857238025105,22.48396464450513,61.94783677026132,15.568198585233553
2018,20500,0,0,0,0,0,0,2,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.39849999999999997,0,0,4.484999999999999,60113,296913,15369,5.176263754028958,223000,1002,220244,132569,60.191878098835836,532410,79515,14.934918577787796,377385,46.64785298832757,558491,54.53409276067117,26.182516817638955,0.31459772852203527,4.870266485941581,0.030618219452059208,0.257300475746252,2.4428325613125366,11.367774950715411,20.927463468525005,64.93569278645494,14.136843745020064
2018,23540,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,5.06,48648,139169,8488,6.099059416967859,169100,953,103559,58635,56.619897836016186,264334,56978,21.555305030756543,171151,40.55424741894584,280763,63.10981147800814,18.897789238610503,0.3112945794139541,5.606507980040105,0.04523388053269127,0.22082681834857154,2.4672054366137988,9.341330588432237,18.140566955047497,68.21055480957249,13.64887823538002
2018,24580,1,1,0,0,0,1,0,0,NA,NA,0,0,NA,46,0.406,0,0,2.28,NA,NA,0,0,NA,NA,NA,0,0,NA,59830,172091,5954,3.4597974327536014,164900,760,128311,87661,68.31916203599067,309576,31231,10.08831433961289,214895,27.160706391493523,317702,83.7621418813857,1.9156316296403548,1.9795279853447572,2.6745188887699793,0.008183769696130336,0.09663143448892358,2.305934492071186,7.257429918602967,23.515117940711736,61.596086899043755,14.888795160244506
2018,26420,3,1,1,1,0,1,0,0,70,103,1,1,12.08,70,0.688,1,1,11.53,NA,NA,0,0,NA,NA,0.615,0,0,8.93,65381,3443394,199229,5.7858322341271435,179100,1055,2310213,1395737,60.41594433067428,6691923,951877,14.224267075398208,4331860,32.40155499023514,6779104,36.62877867045557,16.864795111566366,0.18939081034897826,7.587359627466992,0.046495820096579134,0.20324219837901883,1.5058332192572943,36.9741045424292,26.84583390371353,62.72514774813899,10.429018348147483
2018,26900,1,1,1,0,0,1,0,0,NA,NA,0,0,NA,53,0.625,1,1,13.57,NA,NA,0,0,NA,NA,NA,0,0,NA,59232,1051012,56275,5.354363223255301,155000,888,767335,499406,65.08317749092639,1964389,259224,13.196164303506078,1330740,33.87972105745675,2007497,72.81465426847463,14.91464246272846,0.15900397360494187,3.03347900395368,0.020224189625189976,0.22057318142941185,2.2474255254179707,6.58999739476572,24.935280102535646,62.01807524494433,13.046644652520028
2018,26980,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.692,0,0,1.47,61657,97113,3344,3.443411283762215,205800,950,66883,40890,61.13661169504957,160615,26749,16.654110761759487,101291,48.32018639365788,169144,80.4285106181715,5.919807974270444,0.19155275977865016,5.524286998060824,0.05793879771082628,0.297379747434139,1.952182755521922,5.628340349051696,20.767511706001986,67.4106087121033,11.821879581894718
2018,27260,1,1,0,0,0,1,0,0,NA,NA,0,0,NA,70,0.313,0,0,11.04,NA,NA,0,0,NA,NA,NA,0,0,NA,58957,750804,46578,6.203749580449758,188700,1059,553919,353750,63.86312800246967,1446328,193080,13.349668954759917,1013985,30.49394221808015,1475386,63.40164539991569,21.064724756775515,0.19635539445270592,3.7885000942126332,0.064525486889532635,0.2853490544169458,2.665471951069076,8.533427862267908,22.619097646310866,62.44840333309385,14.932499020595289
2018,28140,2,1,0,1,0,1,0,0,54,58,0,0,22.07,54,0.75,1,1,21.4,NA,NA,0,0,NA,NA,NA,0,0,NA,64020,1119472,48578,4.339367130218531,173500,929,821644,535338,65.15449513414569,2073330,227093,10.953056194624107,1416746,36.41570189716435,2106632,72.77127661594432,12.239964075358202,0.32326481321844536,2.7713430727341084,0.14150549312836794,0.17383197445021248,2.6760250485134565,8.902788906652894,24.572350557667406,61.32186352433647,14.10578591799612
2018,28940,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,7.02,52113,424553,23098,5.440545703363302,163600,801,344901,237953,68.99168167097226,848165,128564,15.157899701119476,600813,28.49638739507967,868499,86.90913864034385,5.632130837226065,0.2705817738419964,1.495568791673911,0.03983884840397053,0.10915383897966491,1.8339687207469437,3.709618548783591,20.845389574426683,61.53225277173606,17.622357653837252
2018,29200,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.462,0,0,0.89,52034,113119,5339,4.7198083434259495,143500,827,80395,46395,57.70881273711051,201344,39032,19.38572790845518,124131,34.43620046563711,217955,78.65476818609346,4.396320341354866,0.17847720859810512,7.050537955082471,0.0385400656098736,0.13489022963455757,1.876075336652061,7.670390676974605,20.96487807116148,67.17441673739992,11.8607051914386
2018,29620,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,2.42,56014,247199,15308,6.1925816852009925,144000,850,186011,120416,64.7359564756923,455260,73238,16.08707112419277,303875,34.3269436445907,476615,76.22798275337537,8.390839566526441,0.2796806646874312,4.703376939458473,0.02286961174113278,0.13008403008717728,3.61822435298931,6.626942081134668,20.810297619672063,64.84080442285702,14.348897957470916
2018,29820,3,1,0,0,1,1,0,0,NA,NA,0,0,NA,70,NA,0,0,6.94,70,0.567,1,1,6.95,NA,NA,0,0,NA,56802,1088151,78287,7.19449782245295,238300,1088,767954,408047,53.134302314982406,2114421,299169,14.1489797916309,1454973,23.860167851912028,2141574,43.49188961016524,11.003635643690108,0.4458403025064743,9.42512376410995,0.6761382048904218,0.33195210625455857,3.709794758434684,30.91562560994857,23.550622112520976,62.35483807704053,14.094539810438492
2018,29940,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.25,0,0,1.82,55832,69505,3085,4.438529602186893,192800,897,46294,24001,51.844731498682336,110955,20749,18.700374025505837,68491,50.37450175935524,119319,78.66978435957391,4.057191226879206,2.1496995449174063,5.194478666432001,0.0083808949119587,0.122361065714597,3.6331179443340957,6.164986297236819,18.637434105213753,70.05087203211559,11.311693862670657
2018,30460,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,4.79,56385,271358,14441,5.321752076592546,174300,840,200538,117905,58.794343216746945,488797,82125,16.801453364075474,332567,36.76011149633006,506786,77.4656363830098,10.704518277931909,0.141874479563366,2.6129372161030493,0.03176883339318766,0.26046496943483044,2.64253550808428,6.140264332479587,22.12156610482531,64.44080933569593,13.437624559478753
2018,30700,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.333,0,0,2.56,58478,185164,6169,3.331641139746387,167500,819,129242,78366,60.63508766500054,312331,40128,12.84790814872683,202547,38.2646990575027,327221,82.29606290549812,3.7100308354292664,0.42081651238765233,4.0547519871890865,0.06417681016805156,0.10573893484831354,2.705510954370288,6.642911060109223,23.005858425956767,63.76944022541341,13.224701348629825
2018,31080,8,1,1,1,1,1,0,0,66,86,1,1,NA,67,0.7815,1,1,NA,66,0.4605,0,1,5.105,NA,NA,0,0,NA,69138,6894466,441609,6.405267645093906,579500,1463,4338482,2106898,48.56302273468001,13074811,1949459,14.91003579325162,8997001,33.73478562467649,13262234,29.822185312067333,6.3783899454646935,0.2009842384020671,15.692657813155764,0.25155641198911133,0.26997713959804964,2.3405709777100903,45.043678161612895,22.301740415679593,64.58006999424079,13.11818959007962
2018,31140,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.167,0,0,12.55,56638,668306,36599,5.476383572794498,161800,821,501246,335970,67.02696879376595,1257603,164616,13.089663431146395,883501,28.605853304070962,1285270,76.50213573801614,14.11882328226754,0.1675912454192504,1.9805955168952827,0.044348658258576014,0.19458946369245372,2.3269040746302334,4.665012020820528,22.77466991371463,62.05645506391653,15.168875022368841
2018,31180,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,5.82,49998,159516,6849,4.293613179869104,127500,907,116362,64869,55.74758082535536,300745,57007,18.9552611015977,185015,28.50039186011945,313123,53.60481344391821,6.642437636328216,0.3474672892122265,2.0391347809007963,0.05940157701606079,0.07217610970768674,1.6172558387598484,35.61731332415696,24.18730019832462,63.63665396665208,12.176045835023297
2018,31540,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,2.13,69372,378000,11720,3.1005291005291005,238800,996,268213,163262,60.870278472706396,630881,70510,11.176434224520948,429596,45.47761152338476,647281,82.3569670668535,4.2851559060129985,0.2570753660311364,4.9136310196035415,0.0336793448285984,0.09439486096455789,2.3980311487591943,5.661065286946473,21.060250493989475,65.35739501082219,13.582354495188333
2018,31740,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,1.32,53109,56828,2593,4.562891532343212,190300,920,35343,17991,50.90399796282149,88773,16411,18.48647674405506,52779,42.729115746793234,98841,79.69061421879584,4.869436772189678,0.5716251353183395,4.009469754454123,0.1740168553535476,0.11533675296688621,3.0119080138808796,7.5575924970407025,19.608259730273875,70.5607996681539,9.830940601572221
2018,32820,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51360,670388,50092,7.4720907892146045,144300,907,498143,299528,60.12891880443969,1319999,245520,18.600014090919768,880853,27.737545311192672,1345991,43.8711700152527,46.61843949922399,0.13915397651247297,2.02089018425829,0.03358120522351189,0.1689461519430665,1.6950336220673095,5.452785345518655,25.135532109798653,61.77909064770864,13.085377242492708
2018,33100,4,1,1,1,1,1,1,1,77,63,0,0,9.7,77,0.438,0,0,9.71,77,0.524,0,0,10.82,NA,0.538,0,0,2.79,54239,3124806,200897,6.42910311872161,259300,1295,2100355,1248511,59.442856088613595,5994946,920733,15.358486965520623,4322328,31.4626284724343,6070944,30.8904018880754,20.161263223643637,0.10947226658654732,2.4223086228434982,0.03296027767675011,0.3801221029217203,1.2613194916638992,44.74215212658855,20.480060432117313,61.98984869568884,17.530090872193846
2018,33340,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59751,834123,40276,4.828544471259035,204700,885,629381,378275,60.10270408544268,1546000,215961,13.96901681759379,1064700,35.05701136470367,1575907,66.88649774383894,16.37666435900088,0.36759783413615144,3.6695058782022034,0.026016763679582614,0.11053951787764127,2.045361813863382,10.517816089401215,23.357786976008104,61.91729588103867,14.724917142953235
2018,33460,4,1,1,1,1,1,1,1,46,78,0,0,7.48,46,0.531,0,0,6.52,46,0.506,0,1,7.13,NA,0.538,0,0,7.17,76870,2018818,78163,3.8717209773243546,242800,1052,1366959,956249,69.95447559144057,3498431,314597,8.992516931161425,2401002,41.195800753185544,3557528,76.05711044298175,8.157630804311308,0.5073466744323587,6.450265465233162,0.026282294896905943,0.16160097685808797,2.8345244225765756,5.805238918709846,23.89589062967319,62.97653876512005,13.127570605206762
2018,34060,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.667,0,0,2.05,49471,68453,4762,6.956597957722817,160900,802,51239,32155,62.7549327660571,130068,25841,19.867300181443554,89779,34.15498056338342,139089,88.67775309334311,3.8522097362120657,0.24948054842582806,2.7737635614606475,0.004313784699005673,0.26673568722185076,2.0015961003386322,2.1741474882988587,17.039449561072406,69.57056273321398,13.389987705713608
2018,34980,3,1,1,0,1,1,1,1,NA,NA,0,0,NA,60,0.563,0,0,9.11,60,0.61,1,1,8.69,NA,0.462,0,0,9.67,62718,1004554,44745,4.454215502601154,217500,1008,704111,461688,65.57034331234706,1827288,226647,12.403463493439459,1252170,34.807094883282616,1864138,72.57011015278911,15.08504198723485,0.21243062477134203,2.6326913565412005,0.04275434544009081,0.1795467932095156,2.1393802390166394,7.138044500997244,23.454540382739903,63.84006978024159,12.705389837018505
2018,35380,2,1,1,0,0,1,0,0,NA,NA,0,0,NA,70,0.813,1,1,43.54,NA,NA,0,0,NA,NA,NA,0,0,NA,51449,633034,42533,6.718912412287493,190000,969,480838,298208,62.01839288908114,1241244,217618,17.532249904128438,874498,29.7631326772617,1263635,51.67702698959747,34.57818119947611,0.28077728141433245,2.847736886046999,0.014956850672860438,0.313539906697741,1.5773542201664246,8.710426665928058,22.40298820466353,62.851772861625385,14.74523893371108
2018,35620,9,1,1,1,1,1,0,0,55,88.5,1,1,NA,55,0.2815,0,0,NA,55,0.5103333333333333,1,1,22.86,NA,0.083,0,0,1.93,75086,10420719,630402,6.049505797056805,426100,1391,7196383,3728539,51.81129186703932,19636774,2626628,13.37606676127148,13861832,39.40932194243878,19990592,46.88995203343653,15.667299897871958,0.1439877318290524,10.748506097268155,0.027347864435430424,0.6253391595406479,1.6988991621658827,24.198668053452344,21.746404508680882,63.21264022596229,15.040955265356823
2018,36420,1,0,1,0,0,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.857,1,1,2.09,57072,696062,31989,4.595711301579457,151900,858,511536,325889,63.707930624628574,1335665,192773,14.432735753351327,890744,30.11751973631032,1369759,64.6341436705289,10.111778787363326,3.143180661707643,3.151284277015154,0.05438912976662318,0.16718269418196924,5.660338789524289,13.077701989912093,24.85532126454362,61.930237362922966,13.214441372533416
2018,36740,1,0,1,0,0,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.923,0,0,7.67,55095,1257027,75659,6.018884240354424,201600,1161,855265,517149,60.46652207210631,2406414,354691,14.73940061851369,1668607,31.251037542093496,2450261,47.60839763600694,15.372239936888358,0.16936971204292114,4.154577818444647,0.060605788526201895,0.6460536244914318,2.11679490470607,29.87196057889343,22.18196347246273,63.57196233380852,14.24607419372875
2018,37980,4,1,1,1,1,1,0,0,55,80,0,0,19.88,55,0.563,1,1,18.47,55,0.5,0,1,20.5,NA,NA,0,0,NA,69465,3188359,212201,6.655492684481265,245000,1114,2264041,1523999,67.31322445132399,5920419,748266,12.638733846371347,4172132,37.0445134525945,6069448,62.15680569303831,20.320925395521964,0.13406491002147147,5.79644145563155,0.02374186252192951,0.23997239946696963,2.1184298802790633,9.209618403518737,22.003187110261095,62.74555775088607,15.251255138852827
2018,38060,4,1,1,1,1,1,0,0,75,82,0,0,6.11,75,0.188,0,0,5.86,NA,0.524,0,0,NA,NA,0.538,0,0,3.06,60996,2289464,129844,5.671371115684719,234300,1077,1658053,1035227,62.436303302729165,4590678,674355,14.689660220124349,3099741,30.772377434114656,4673634,55.81834178714037,5.093424089263301,1.8174722282489386,3.850643845880957,0.2066272198464835,0.14830001664657524,2.329707461046372,30.735483351927,24.399621365301606,60.70438977463789,14.895988860060502
2018,38300,3,1,0,1,1,1,1,1,52,82,0,0,12.58,52,0.594,0,0,12.69,52,0.61,1,1,13.59,NA,0.5,0,0,11.74,58290,1221071,63065,5.1647283409400435,148000,807,1003283,700468,69.81758885578645,2282044,261619,11.46423995330502,1692424,34.105165135923386,2339941,85.59113242598852,8.010971216795637,0.06782222286801248,2.2831344892884053,0.03495814638061387,0.1538072968506471,2.1650545889832262,1.6931196128449393,19.11885812505529,61.77296777995684,19.108174094987866
2018,38900,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70724,1299427,68454,5.2680142862969594,342900,1193,925631,573334,61.93980106543536,2384286,272393,11.424510314618297,1688188,38.88459105265527,2417931,73.68841377193974,2.713352862426595,0.5548131853224927,6.439761928690273,0.49835996147119166,0.21328152044040957,4.102267599861204,11.789749169848106,22.020727638629886,63.965390244800204,14.01388211656991
2018,39580,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,61,0.604,1,0,4.73,NA,0.692,0,0,4.94,72297,704045,31735,4.507524376992948,236200,1066,482401,315759,65.45571008351972,1276698,134183,10.510159802866458,866151,45.87525731656489,1302632,61.638513409773445,19.396268477973823,0.30415343704131326,5.472765907792838,0.03815352302108347,0.28764839187122687,2.3935386202703453,10.468958232255925,24.57593549060671,64.01831062034404,11.40575388904925
2018,40900,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68662,1118472,75758,6.773347924668655,365900,1219,819372,491785,60.01974683049946,2258225,323395,14.320760774502098,1538537,33.03735951751566,2291738,52.71736996113866,6.829663774829409,0.3571525191797666,12.939219055581397,0.795291608377572,0.3024342224111133,4.635695703435559,21.42317315504652,23.231931398789914,62.12861156030925,14.639457040900835
2018,41180,2,1,0,1,1,1,0,0,57,88,0,0,56.6,NA,NA,0,0,NA,57,0.604,1,0,57.51,NA,NA,0,0,NA,61317,1469208,81141,5.52277145237434,167700,882,1118263,769933,68.85079806807522,2746035,327664,11.932258692988254,1933216,33.73554739873868,2805551,73.8599654755875,18.214461259125216,0.1713388920750327,2.52731103444564,0.02199211491788957,0.1994973536392673,2.0189616941556223,2.98647217605383,22.46029389592276,61.865957881357346,15.673748222719885
2018,41620,2,0,1,0,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,52,NA,0,0,NA,NA,NA,0,0,NA,71221,631446,24668,3.9065890036519355,276200,1062,389330,262327,67.37908714971876,1170958,112241,9.585399305525904,739492,33.913281009125186,1185990,72.18214318839114,1.6689854045986896,0.5874417153601632,3.8045008811204144,1.419320567627046,0.2096139090548824,2.330795369269555,17.797198964578115,28.133964030050844,61.683572374134684,10.182463595814466
2018,41620,2,0,1,0,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.643,0,0,2.44,71221,631446,24668,3.9065890036519355,276200,1062,389330,262327,67.37908714971876,1170958,112241,9.585399305525904,739492,33.913281009125186,1185990,72.18214318839114,1.6689854045986896,0.5874417153601632,3.8045008811204144,1.419320567627046,0.2096139090548824,2.330795369269555,17.797198964578115,28.133964030050844,61.683572374134684,10.182463595814466
2018,41700,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58201,1195843,65088,5.442854956712545,161400,987,803662,503727,62.67896205121058,2384874,355670,14.9135761469998,1561045,27.65993292954399,2426204,33.94475485161182,6.284549856483626,0.1456596395026964,2.3748209136577136,0.08078463311411571,0.14054877495874213,1.7924708721937643,55.23641045847752,25.57188101247875,61.89281692718337,12.535302060337877
2018,41740,1,0,0,1,0,1,0,0,64,66,0,0,3.4,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,74855,1745186,106962,6.128974218220866,526300,1569,1118980,593890,53.07422831507266,3221497,403190,12.515609978839032,2223376,38.14118709565994,3302833,45.88121773035452,4.709169370658462,0.3718625797913488,11.57600157198381,0.38787913285352305,0.19274362342873527,3.366715786114526,33.51441020481508,21.991544834389142,64.69882067909579,13.309634486515062
2018,41860,4,1,1,1,1,1,0,0,59,85,1,1,12.26,59,0.25,0,0,5.62,NA,NA,0,0,NA,NA,NA,0,0,NA,99592,2582659,128698,4.983158829717745,781200,1790,1692047,922001,54.49027125133049,4611399,439134,9.522793408247693,3361914,48.653534861391456,4673221,39.991004063364436,7.105720016237195,0.22710246316191765,25.407251229933276,0.6783543941106145,0.3829906610451335,4.3778798391944225,21.82969733295301,20.04754322553973,65.19541874865324,14.75703802580704
2018,41860,4,1,1,1,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,3.4,99592,2582659,128698,4.983158829717745,781200,1790,1692047,922001,54.49027125133049,4611399,439134,9.522793408247693,3361914,48.653534861391456,4673221,39.991004063364436,7.105720016237195,0.22710246316191765,25.407251229933276,0.6783543941106145,0.3829906610451335,4.3778798391944225,21.82969733295301,20.04754322553973,65.19541874865324,14.75703802580704
2018,41940,2,0,0,0,1,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,60,0.616,1,1,3.79,NA,0.692,0,0,0.56,114742,1067182,51892,4.862525792226631,898300,2108,653265,371922,56.93279143992102,1951071,155309,7.960192120122743,1361877,50.44390939857271,1981616,32.12993839371503,2.3119009939362622,0.16128250882108341,34.667160539680744,0.3184269808075833,0.24358907073822578,3.386377582740551,26.781323929560518,22.622294127621092,64.55473714382605,12.822968728552858
2018,42660,3,1,0,1,1,1,1,1,53,89,0,0,3.91,53,0.625,1,1,3.89,53,NA,0,0,NA,NA,0.714,0,0,4.09,82189,2095951,99192,4.732553385074365,397000,1403,1473063,883869,60.00211803568482,3753321,360506,9.604987156707354,2656065,42.008083386513505,3809717,64.04189602534781,5.508204415183595,0.6911799485368598,13.189903607013328,0.849433173120208,0.20316469701030285,5.6190525437978724,9.897165589990017,21.77615817657847,65.41076410662524,12.813077716796286
2018,45060,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,8.09,58248,328844,20221,6.14911629830558,134000,834,257682,173817,67.45407129718023,625030,92084,14.732732828824217,443713,31.48972421362457,654705,81.96668728664055,8.063478971445155,0.44279484653393514,2.82218709189635,0.028257001244835458,0.14006308184602226,2.4430850535737467,4.093446666819407,21.292185029898963,62.60667017969925,16.101144790401783
2018,45220,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,9.2,50401,195513,14755,7.546812743909611,172300,971,146837,85457,58.198546687823914,358370,71520,19.957027652984348,236052,38.006879840035246,380101,55.900668506528525,32.47268489164722,0.17811055482621724,2.780839829413761,0.021836301404100488,0.18600319388794032,2.0302498546438974,6.429606867648335,19.27093062107177,67.35183543321381,13.377233945714428
