year,GEOID,sports_team_count,has_NFL,has_NBA,has_MLB,has_NHL,has_pro_team,power4_school_count,has_power4_school,mlb_avg_temp,mlb_win_pct,mlb_make_playoffs,mlb_make_playoffs_prev,mlb_murder_rate,nfl_avg_temp,nfl_win_pct,nfl_make_playoffs,nfl_make_playoffs_prev,nfl_murder_rate,nhl_avg_temp,nhl_win_pct,nhl_make_playoffs,nhl_make_playoffs_prev,nhl_murder_rate,cfb_avg_temp,cfb_win_pct,cfb_make_playoffs,cfb_make_playoffs_prev,cfb_murder_rate,median_household_income,labor_force,unemployed,unemployment_rate,median_home_value,median_gross_rent,housing_units,owner_occupied,homeownership_rate,poverty_universe,below_poverty,poverty_rate,edu_universe_25plus,bachelors_plus_rate,total_population,race_white_nonhispanic_rate,race_black_nonhispanic_rate,race_aian_nonhispanic_rate,race_asian_nonhispanic_rate,race_nhpi_nonhispanic_rate,race_other_nonhispanic_rate,race_two_plus_nonhispanic_rate,hispanic_or_latino_rate,pop_under_18_rate,pop_18_to_64_rate,pop_65plus_rate
2015,19740,4,1,1,1,1,1,0,0,51,68,0,0,4.59,51,0.75,1,1,4.17,51,0.5,0,0,4.25,NA,NA,0,0,NA,65614,1504708,96485,6.412207551232532,267000,1049,1042103,658882,63.22618781444829,2670233,308662,11.559365793172356,1825251,40.596608356878036,2703972,65.04682740797611,5.36307328626184,0.4281849072401638,3.778700371157689,0.11375857442310792,0.19500941577797404,2.315445574140561,22.759000463022545,24.036306588973556,64.74926515511255,11.214428255913893
2015,19820,4,1,1,1,1,1,0,0,50,74,0,0,37.18,50,0.438,0,0,41,50,0.567,1,1,35.71,NA,NA,0,0,NA,52603,2134316,228824,10.72118655344382,127500,849,1662948,1148793,69.08171512278194,4253871,713256,16.76722213720162,2916566,29.0673003799674,4296416,67.26387761334098,22.347859238956378,0.24469232029673102,3.7473792109516393,0.01594352129775143,0.17316758898579654,2.0655122781406643,4.14156822803006,23.21909703343438,62.486081422283135,14.29482154428249
2015,20500,0,0,0,0,0,0,2,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.7005,0,0,4.25,53295,282558,20574,7.281336929055274,197600,887,210161,125403,59.66996731077603,509860,86820,17.02820382065665,354911,44.70923696363314,534154,54.74806890896633,26.55432702928369,0.39295783612965546,4.57639557131464,0.03688074974632784,0.22427988932030837,2.151626684439319,11.315463330799732,21.43857389441996,65.90870797560254,12.652718129977497
2015,23540,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.714,0,0,4.39,42710,133698,10677,7.9859085401427095,159400,868,102890,56454,54.86830595781903,254852,61801,24.24976064539419,162482,39.47144914513608,271210,64.26164226982782,18.6965819844401,0.2791195014933078,5.321706426754176,0.17735334242837653,0.22934257586372186,2.401828841119428,8.63242505807308,18.137605545518234,69.47088971645589,12.391504738025883
2015,24580,1,1,0,0,0,1,0,0,NA,NA,0,0,NA,46,0.625,1,1,2.2,NA,NA,0,0,NA,NA,NA,0,0,NA,53622,170000,10092,5.936470588235294,156800,700,124264,85931,69.15196678040301,304333,34235,11.249190853440146,209591,25.48105596137239,312676,84.76346121864165,1.794829152221469,1.837685015799102,2.517302255369776,0.0025585590195601835,0.15511264056083615,2.1367166012101984,6.792334557177397,23.91133313717714,62.473295040233346,13.615371822589516
2015,26420,3,1,1,1,0,1,0,0,70,86,1,0,10.6,70,0.563,1,1,9.94,NA,NA,0,0,NA,NA,0.929,0,0,10.81,59649,3232441,228635,7.0731376071519945,149300,923,2168642,1314631,60.62001012615268,6263394,993195,15.85713752000912,4012761,30.67361848861669,6346653,38.16020822313745,16.764505637853528,0.19676512958877695,7.059862891511479,0.04570913204172341,0.19058864570034,1.4593046129983789,36.12305572716832,27.200179370134148,63.28636527000925,9.513455359856604
2015,26900,1,1,1,0,0,1,0,0,NA,NA,0,0,NA,53,0.5,0,0,11.48,NA,NA,0,0,NA,NA,NA,0,0,NA,52842,1017172,80192,7.883819059116845,141800,808,741817,483243,65.14315525257577,1907380,274736,14.403841919281948,1282016,31.43135499088935,1950674,74.20742779162485,14.617255369169834,0.15579230563384758,2.4667371380353664,0.016353321979992556,0.23571339957368578,2.0374496199775054,6.263271054004924,25.384969502848758,62.59246803925207,12.022562457899168
2015,26980,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.857,0,0,1.22,55842,93615,3336,3.563531485338888,182700,851,64364,39399,61.212789758249954,152911,25550,16.70906605803376,96706,46.597936012243295,161453,82.58006974165856,4.751847286826507,0.1523663233262931,5.211423757997684,0.1325463137879135,0.1263525608071699,1.775129604281122,5.270264411314748,20.74535623370269,68.60386614061058,10.650777625686732
2015,27260,1,1,0,0,0,1,0,0,NA,NA,0,0,NA,70,0.313,0,0,9.17,NA,NA,0,0,NA,NA,NA,0,0,NA,51998,714596,67308,9.419028374074303,158100,967,522706,339445,64.93994712132633,1373703,205123,14.932121426538341,948068,28.561347920191377,1401600,64.6273544520548,21.163812785388128,0.2118293378995434,3.5641409817351595,0.09210901826484018,0.1545376712328767,2.471389840182648,7.7148259132420085,23.020904680365298,63.34574771689498,13.633347602739725
2015,28140,2,1,0,1,0,1,0,0,54,95,1,1,20.24,54,0.688,1,1,22.62,NA,NA,0,0,NA,NA,NA,0,0,NA,57388,1088199,70721,6.498903233691632,159500,845,800071,525267,65.65254833633514,2022434,255005,12.608816900823463,1369781,34.275041046707464,2055675,73.44113247473457,12.352244396609386,0.3733566833278607,2.5302151361474943,0.13489486421734953,0.1536721514830895,2.4109842265922383,8.603500066888005,25.068310895447965,61.992581512155375,12.93910759239666
2015,28940,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.692,0,0,6.94,45660,411244,30480,7.411658285592009,150800,747,341889,234048,68.45730631871749,830745,138551,16.677921624565904,585329,27.016259231987483,852159,87.44999466062085,5.836938881124297,0.22108550164934007,1.3712229759939167,0.02910255011095347,0.11089479780181867,1.60263518897295,3.3781254437258776,21.22010094360325,62.38683156547077,16.39306749092599
2015,29200,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.167,0,0,0.96,46582,107179,7124,6.646824471211711,128100,788,78978,44467,56.303021094482006,194978,40232,20.63412282411349,118967,32.16354115006683,209718,80.51383286127086,3.858514767449623,0.08010757302663576,6.22645647965363,0.006198800293727768,0.05054406393347257,1.818155809229537,7.446189645142525,21.104530846183923,67.92454629550157,10.970922858314498
2015,29620,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.857,1,0,1.91,50421,241003,20085,8.33392115450845,130100,781,182907,118016,64.52240756231309,447988,79925,17.84087966641964,295369,32.77798279440293,468737,77.28875680818882,8.218041247010584,0.3101952694154718,4.076059709389273,0.02026722874447718,0.07338870198000158,3.5668189197780418,6.446472115493336,21.31515114019162,65.67179463110445,13.013054228703943
2015,29820,3,1,0,0,1,1,0,0,NA,NA,0,0,NA,70,NA,0,0,5.49,70,NA,0,0,6.44,NA,NA,0,0,NA,51575,1043127,112214,10.757462897614577,170400,999,724446,380425,52.51254061724408,2010481,315358,15.685699093898425,1361667,22.63585737188314,2035572,45.80628933783723,10.40262884339144,0.41398683023739763,9.02031468304732,0.669541534271448,0.17621582533066873,3.4749937609674335,30.036029184917062,24.05712006256718,63.144364335921296,12.798515601511514
2015,29940,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,1.69,50939,65939,3953,5.99493471238569,179800,859,43729,22806,52.15303345605891,105954,20137,19.005417445306456,64749,49.14979381920956,114967,80.11864274096044,3.8324040811711186,2.225856115233067,4.407351674828429,0.02348500004349074,0.047839814903407066,3.6653996364174066,5.679020936442631,18.905425035010044,71.09170457609575,10.002870388894204
2015,30460,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,4.72,50921,262037,18663,7.122276625056767,164800,764,194327,113611,58.46382643688216,471568,82354,17.463865232585757,319920,35.44886221555389,489799,78.36255280227195,10.828115206441828,0.13760746755301664,2.4765260851900472,0.03205396499380358,0.10330768335582556,2.189469557920698,5.87036723227283,22.330792835428408,65.54525427777517,12.12395288679642
2015,30700,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.462,0,0,2.2,52177,178725,8878,4.967408029094978,152600,727,124015,74366,59.96532677498689,300190,43263,14.411872480762183,194894,36.13759274272169,315078,83.74085147169907,3.606091190118003,0.43132176794317595,3.801280952652994,0.06728492627222465,0.04728987742717676,2.1474047696126037,6.158475044274751,23.10475501304439,64.88329873872502,12.011946248230597
2015,31080,8,1,1,1,1,1,0,0,66,88.5,1,1,NA,67,NA,0,0,NA,66,0.625,1,1,4.265,NA,NA,0,0,NA,60705,6789410,639897,9.424927939246562,470300,1297,4272422,2082030,48.73184343681406,12964651,2195748,16.936421967702795,8730957,32.047655257035395,13154457,30.58732869019223,6.461194103260971,0.19076424059161087,15.107723564720308,0.2554419388044676,0.2455821627605001,2.2484166393185214,44.9035486603514,23.166475058605613,64.76601048602765,12.067514455366725
2015,31140,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,13.33,51205,652614,51625,7.910495331083918,148900,746,492904,331060,67.16520864103354,1235350,179682,14.545027724936253,860041,27.343580131644885,1261936,77.67858274904592,13.76916103510796,0.1487397142168858,1.7583300579427166,0.027418189195014642,0.10594832067553346,2.285852848321943,4.225967085494035,23.226059007746827,62.843123581544546,13.930817410708626
2015,31180,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,5.3,45807,156375,9872,6.313029576338929,110100,805,111917,64228,57.38895788843518,290489,56619,19.490927367301346,177547,26.939345638056402,302553,55.230984323407796,6.560833969585494,0.3282069587807756,1.9061123175113122,0.05651902311330577,0.0862658773834667,1.6955706933991728,34.13550683681868,24.30912930957551,63.9749068758201,11.715963814604384
2015,31540,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,1.68,61886,367279,18065,4.918604112949556,219200,902,258237,157819,61.11401541994369,611110,74607,12.208440378982507,414820,42.819295115953906,627618,83.39085239747745,4.241433483424631,0.2192416406157886,4.473421731052965,0.02007590604475971,0.03983314691420577,2.1098821257516516,5.505259568718552,21.59402693995392,66.0790480833883,12.326924976657775
2015,31740,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.462,0,0,1.23,48158,53939,2510,4.653404772057324,173800,864,34659,17445,50.33324677572924,88541,16914,19.10301442269683,51054,41.40909625102832,97647,80.50221717001035,5.144039243397135,0.4331930320439952,3.6590985898184276,0.16692781140229604,0.060421723145616356,2.8572306368859257,7.176871793296261,20.657060636783516,70.48859667987752,8.854342683338965
2015,32820,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47552,673114,66314,9.851823019577663,133300,849,492066,302866,61.54987339096788,1314783,254011,19.319613959109603,863099,26.81418933401614,1340336,45.125401391889795,45.99831683995655,0.13392164352818994,1.9939776294899187,0.051405020830597704,0.1554834011770183,1.3492885366057468,5.192205536522185,25.725638944264723,62.605943584295275,11.668417471439998
2015,33100,4,1,1,1,1,1,1,1,77,71,0,0,10.11,77,0.375,0,0,8.85,77,0.628,1,0,8.11,NA,0.615,0,0,2.36,48745,3014223,297323,9.864001435859258,197900,1149,2047042,1248038,60.967874621038554,5786074,993226,17.165801889156622,4121230,29.74505184131922,5861000,33.05975089575158,20.162839105954617,0.12052550759256099,2.3488312574645964,0.031189216857191605,0.3222146391400785,1.1360859921515098,42.81856338508787,20.885821532161746,62.41148268213615,16.702695785702097
2015,33340,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54336,833426,60471,7.255713164696085,193600,827,624146,376569,60.33347966661646,1540290,233399,15.1529257477488,1047717,33.26327624730724,1570006,67.91464491218505,16.399809937032085,0.357068699100513,3.226038626603975,0.015095483711527217,0.0826748432808537,1.9462982944014229,10.058369203684572,23.881946947973447,62.67154393040536,13.446509121621192
2015,33460,4,1,1,1,1,1,1,1,46,83,0,0,7.31,46,0.688,1,1,6.75,46,0.53,1,1,7.41,NA,0.462,0,0,7.89,68778,1958009,112649,5.753242196537401,213900,931,1334395,932769,69.90201552014209,3400440,350960,10.321017280116692,2313431,39.45615840714506,3458790,77.46353493562778,7.443614674495995,0.5112192414110137,6.09612031953371,0.02561589457584878,0.16098115236831378,2.734511201894304,5.564402580093039,24.315526528063284,63.7903428655686,11.894130606368122
2015,34060,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,1.97,45317,66296,4026,6.072764571014842,150300,729,49507,31116,62.85171793887733,126108,25497,20.21838424207822,85307,32.39476244622364,135477,89.98649217210301,3.6500660628741413,0.13655454431379496,2.4033599799227914,0.01033385740753043,0.08562338994810928,1.7877573315027644,1.939812661927855,16.872974748481294,70.99212412439012,12.13490112712859
2015,34980,3,1,1,0,1,1,1,1,NA,NA,0,0,NA,60,0.188,0,0,8.09,60,0.585,1,1,8.73,NA,0.333,0,0,7.97,54047,934422,63234,6.767177998805679,174700,869,664881,436486,65.6487401504931,1724109,238387,13.826678011657034,1170695,32.3066212805214,1761848,73.4024160994592,15.158685652791842,0.23963474715185418,2.3881742352348216,0.05074217526143004,0.16806217108399818,1.8047527368989833,6.787532182117867,23.87112849689644,64.32109920946642,11.807772293637136
2015,35380,2,1,1,0,0,1,0,0,NA,NA,0,0,NA,70,0.438,0,0,40.28,NA,NA,0,0,NA,NA,NA,0,0,NA,47163,626847,51695,8.246828971024827,176000,916,475118,292053,61.46957176953936,1219762,228494,18.732670799713386,844427,27.836509254204326,1239697,52.53695056130652,34.33435750832663,0.279826441461099,2.8522292140740846,0.03436323553255352,0.2528037092934806,1.3719481453935922,8.337521184612047,22.708613475712212,64.04322991827843,13.24815660600937
2015,35620,9,1,1,1,1,1,0,0,55,88.5,1,1,NA,55,0.5,0,0,NA,55,0.5793333333333334,1,1,23.19,NA,0.333,0,0,1.68,67296,10411153,885623,8.50648338373281,398800,1262,7121206,3678855,51.66056142737621,19629103,2810103,14.316003130657576,13673407,37.53825217080132,19979950,47.91674653840475,15.797972467398566,0.14305841606210226,10.387808778300247,0.0234134720056857,0.6115430719296094,1.5658497643887999,23.55360749151024,22.229840415016053,63.96020010060085,13.809959484383095
2015,36420,1,0,1,0,0,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.846,1,0,2.34,51461,668043,36666,5.4885688496099805,137200,785,494884,317660,64.18877959279347,1285579,197042,15.327101640583738,851508,28.778120698807292,1318408,66.01803083719152,9.946086492193615,3.267577259846724,3.0272116067256873,0.0676573564480798,0.09223245004581282,5.372995309494481,12.208208688054077,24.965488680287134,62.615518109720206,12.418993209992658
2015,36740,1,0,1,0,0,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,6.77,48768,1178175,109671,9.30854923928958,157900,1033,798168,487196,61.03927995108799,2234859,365769,16.366535875417643,1524499,28.83616191286449,2277816,50.45714842638738,15.378722425340765,0.15712419264769412,4.100550702954058,0.05158450024058133,0.4957380227375696,1.9520891942105947,27.407042535481356,22.620659438690392,63.9955992933582,13.383741267951407
2015,37980,4,1,1,1,1,1,0,0,55,63,0,0,18.55,55,0.438,0,0,19.53,55,0.585,1,0,19.39,NA,NA,0,0,NA,62513,3155807,288021,9.12669881269672,236600,1018,2230987,1509211,67.64768239348773,5886881,777956,13.21507942830847,4088267,34.785570511906386,6035680,63.471787768735254,20.197773904514488,0.12134506799565252,5.437664024600377,0.020478222834875274,0.2537742226228031,1.9386547994592158,8.558521989237336,22.51539180340906,63.31879755056596,14.16581064602497
2015,38060,4,1,1,1,1,1,0,0,75,79,0,0,5.36,75,0.813,1,1,5.73,NA,0.476,0,0,NA,NA,0.462,0,0,3.01,53723,2127845,168401,7.914157281192943,179100,963,1570117,967478,61.618210617425326,4330745,736728,17.011576530135113,2874210,29.313585298221078,4407915,57.38697320615302,4.893084372089753,1.8507843277377174,3.531079886976042,0.20104743399090044,0.10680786721159549,2.0290091800772023,30.00121372576377,25.257655830477677,61.00918461449461,13.733159555027719
2015,38300,3,1,0,1,1,1,1,1,52,98,1,1,12.34,52,0.625,1,1,12.76,52,0.634,1,1,12.37,NA,0.615,0,0,13.19,52499,1225694,83096,6.779506141010725,132500,732,991522,691107,69.70163042272385,2300119,283939,12.344535217525703,1689038,31.550918333394513,2358926,86.25984876168222,8.093598527465465,0.0835973659199144,2.040801619041886,0.023570048403383573,0.11526431944028764,1.8686470029157336,1.5146723551311063,19.495736619122432,62.523029548192696,17.98123383268487
2015,38900,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60286,1231867,103737,8.421120137157665,270700,993,886763,538377,60.71261430619004,2286015,311582,13.629919313740285,1594820,35.83137908980324,2320323,75.08769253246209,2.7180698549296802,0.565395421240922,5.996665119468281,0.4972152583929048,0.1482121239155066,3.658714756523122,11.328034933067508,22.779113080377172,64.47464426288926,12.746242656733568
2015,39580,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,61,0.524,0,0,3.72,NA,0.538,0,0,4.4,63363,652758,45107,6.9102178755373345,210700,923,450125,295478,65.64354346014996,1190270,144376,12.129684861417998,795804,43.20812662414363,1216711,62.37216561697889,19.81760664611399,0.29111268000371493,4.96732584812663,0.039286239706881915,0.26062064039858274,1.9417100691947389,10.310172259476573,25.34578876988866,64.47060970107117,10.183601529040175
2015,40900,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60003,1090352,118816,10.897031417377141,286500,1075,797135,471937,59.20414986169219,2187481,353197,16.14628881347998,1464619,31.245395560210536,2221525,54.15725683933334,6.819774704313479,0.4418136190229685,12.41521027222291,0.7343604055772499,0.268104117666918,4.315413961130305,20.84806608073283,23.868423717941504,62.71309123237416,13.418485049684339
2015,41180,2,1,0,1,1,1,0,0,57,100,1,1,54.02,NA,0.438,0,0,NA,57,0.652,1,1,50.35,NA,NA,0,0,NA,55066,1473340,117491,7.974466178886068,157100,815,1104672,766918,69.42495147881,2744328,359766,13.109438813436295,1905557,31.943101151002047,2801914,74.4248039019042,18.174540688971895,0.16024760217479908,2.291719160545256,0.02573241005969491,0.1287691199658519,1.9878197546391503,2.806367361739154,23.008736171060214,62.58653905865776,14.40472477028203
2015,41620,2,0,1,0,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,52,NA,0,0,NA,NA,NA,0,0,NA,62192,598353,35070,5.861088688449795,231000,933,370523,247439,66.78100954596611,1124973,135969,12.086423407495113,698585,31.65556088378651,1139851,73.41906968542379,1.4949322323707221,0.6668415433245223,3.4775597863229493,1.4470312347841954,0.19774514388284084,1.9745563235896622,17.32226405030131,28.870001430011467,61.854926652694076,9.275071917294452
2015,41620,2,0,1,0,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,2.66,62192,598353,35070,5.861088688449795,231000,933,370523,247439,66.78100954596611,1124973,135969,12.086423407495113,698585,31.65556088378651,1139851,73.41906968542379,1.4949322323707221,0.6668415433245223,3.4775597863229493,1.4470312347841954,0.19774514388284084,1.9745563235896622,17.32226405030131,28.870001430011467,61.854926652694076,9.275071917294452
2015,41700,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53122,1128694,78285,6.935892279041086,138400,879,779381,486051,62.36372197936567,2243780,361017,16.08967902379021,1453449,26.65026430235942,2286702,35.083014752250186,6.273926379563231,0.186469421901061,2.1957823975314668,0.030786696298861854,0.12384648283860338,1.5807044380946884,54.5254694315219,26.0666671914399,62.09217466902115,11.841158139538951
2015,41740,1,0,0,1,0,1,0,0,64,74,0,0,3.33,NA,0.25,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,64309,1677097,139302,8.306138523889793,429600,1344,1094157,579079,52.924671687883915,3143203,454876,14.471734724101498,2128434,35.72138013205953,3223096,47.014299294839496,4.7477332353736905,0.3629429591920315,11.245926277095068,0.41835551904131923,0.17421137936940134,3.1180268909148223,32.918504444174175,22.570658770325178,65.09108012916774,12.33826110050709
2015,41860,4,1,1,1,1,1,0,0,59,76,0,0,11.045,59,0.3755,0,0,5.3,NA,NA,0,0,NA,NA,NA,0,0,NA,81552,2474954,189466,7.65533420015079,617000,1483,1660221,890161,53.617018457181295,4465054,502274,11.249001691804846,3213385,45.610065398326064,4528894,41.166673364401994,7.573085172671297,0.23785056572311034,24.154837803666858,0.7173053730116006,0.3544353212947797,3.927316470643826,21.868495928586537,20.571291798836537,65.78608375466504,13.642624446498417
2015,41860,4,1,1,1,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,3.45,81552,2474954,189466,7.65533420015079,617000,1483,1660221,890161,53.617018457181295,4465054,502274,11.249001691804846,3213385,45.610065398326064,4528894,41.166673364401994,7.573085172671297,0.23785056572311034,24.154837803666858,0.7173053730116006,0.3544353212947797,3.927316470643826,21.868495928586537,20.571291798836537,65.78608375466504,13.642624446498417
2015,41940,2,0,0,0,1,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,60,0.598,1,0,3.03,NA,0.857,0,0,0.43,95405,1022307,79762,7.802157277608391,688500,1697,638661,363614,56.933803692412724,1897245,181892,9.587164546487143,1304807,47.141224717525276,1925706,33.67180659976133,2.3568499033601182,0.1922411832335777,32.58425741000963,0.326114162805745,0.18408832916343407,3.1424838474824304,27.542158564183733,23.430783307524617,64.67093107670642,11.89828561576897
2015,42660,3,1,0,1,1,1,1,1,53,76,0,0,3.8,53,0.625,1,1,4.1,53,NA,0,0,NA,NA,0.538,0,0,4.18,70475,1975423,140033,7.088760230087429,321400,1158,1398003,837048,59.874549625429985,3557609,403263,11.335225428089483,2483904,39.16950896653011,3614361,66.16992602565156,5.398326287827918,0.7298108849669416,12.080835312244682,0.8305755844532409,0.15629318709448226,5.1487662687816735,9.485466448979501,22.222489673831696,65.88163163557819,11.895878690590122
2015,45060,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.333,0,0,7,53534,331359,24608,7.4263864871634695,126700,771,256229,172959,67.50172697079564,633114,99282,15.681536026687137,441332,30.23302185202976,661914,82.61783252809278,7.854041461579602,0.5207625159763957,2.7095664995754736,0.01843139743229483,0.1544007227525026,2.2936514411237714,3.831313433467188,21.93321186740271,63.296893554147516,14.769894578449769
2015,45220,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,8.04,45344,195840,20673,10.556066176470589,164700,897,143900,82146,57.08547602501738,353420,78156,22.114198404165016,228295,37.02227381239186,374690,56.445595025220854,32.58026635351891,0.23939790226587312,2.4831193786863808,0.013344364674797833,0.19189196402359282,1.7635912354212815,6.282793776188315,19.618084283007285,68.63727347940964,11.744642237583069
2015,45300,3,1,0,1,1,1,0,0,74,80,0,0,6.02,74,0.375,0,0,5.89,74,0.591,1,1,5.82,NA,NA,0,0,NA,47085,1412746,127560,9.029223936928506,144600,953,1145501,737411,64.3745400484155,2842901,442846,15.57725717497725,2051009,27.500610675038484,2888458,65.46787247728719,11.410171101674319,0.2163784275208433,3.104216852036623,0.06169381725474284,0.27976865164734954,2.0381809256011336,17.421717746977798,20.59787609859655,61.12974465960731,18.27237924179614
2015,46060,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,5.7,46162,474421,46994,9.905548025909477,159900,816,389658,238329,61.163635803704786,972309,187250,19.25828106085617,658596,30.281234626387043,998537,53.67502656386293,3.2633743166252227,2.4368651336905893,2.616527980435377,0.13529794088751845,0.13860277586108477,2.0231598829086956,35.71114540572858,22.083608318970654,60.76820388227977,17.14818779874957
2015,46220,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.933,1,1,8.16,43697,108823,9069,8.333716218078898,146000,759,82699,54112,65.43247197668653,224192,45086,20.11044105052812,145070,25.66898738540015,235570,61.303646474508646,33.33234282803413,0.14348176762745682,1.2713843019060151,0.03608269304240778,0.10188054506091607,0.8647111262045253,2.94647026361591,21.20388844080316,66.45965105913317,12.336460500063676
2015,47380,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,5.93,42231,121458,7604,6.260600372145103,110800,758,92187,54820,59.46608523978435,247886,53298,21.501012562226187,157176,21.454929505776963,258915,57.2639669389568,14.873220941235541,0.14174536044647856,1.423633238707684,0.014290404186702198,0.0876735608211189,1.555722920649634,24.63974663499604,24.694590888901764,61.99370449761504,13.311704613483188
2015,47900,4,1,1,1,1,1,1,1,58,83,0,0,19.19,58,0.563,1,1,18.38,58,0.732,1,1,19.93,NA,0.25,0,0,2.59,92324,3397372,213419,6.2818849393001415,378400,1498,2135657,1352072,63.309417195738824,5845358,486294,8.319319364186077,4017223,48.89205802117532,5949403,47.2858032982469,24.85879675658213,0.20065878878939616,9.634949926908632,0.05084543776913415,0.2978450106674569,2.9593725622554063,14.711728218780943,23.384161402412982,65.5994223285933,11.016416268993714
2015,49180,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.25,0,0,6.68,44311,319708,30806,9.635667546636306,143000,702,257656,174068,67.55829478063775,637608,115434,18.104227048594122,441783,25.967273525690217,651630,69.50048340315823,17.481546276261067,0.3211945429154582,1.5069901631293832,0.05079569694458511,0.19136626613262128,1.1983794484600157,9.749244202998634,23.18923315378359,61.49640133204426,15.314365514172154
2016,11460,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,1.69,62484,192354,12032,6.255133763789679,218100,980,138672,82693,59.63208145840545,339280,51476,15.172129214807828,221550,53.23583841119386,358082,70.90135778955658,11.864600845616367,0.16281186990689284,8.524025223272881,0.028205829949564623,0.24212331253735175,3.834317279282399,4.442557849877961,19.56144123413073,68.46476505381449,11.973793712054782
2016,12020,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,3.8,40955,98406,7401,7.520882872995549,159200,799,73260,39115,53.392028392028394,189205,48944,25.868238154382812,119052,35.63064879212445,200213,66.40827518692592,19.946756704110122,0.17581275941122704,3.532238166352834,0.0034962764655641744,0.20478190726875878,1.5508483465109657,8.177790652954602,20.250433288547697,68.01256661655337,11.737000094898931
