year,season,team,wins,losses,win_loss_perc,points_pg,points_opp_pg,points_diff_pg,g,points_total,points_opp_total,fgm_pg,fga_pg,fg_pct,fg3m_pg,fg3a_pg,fg3_pct,ftm_pg,fta_pg,ft_pct,oreb_pg,dreb_pg,reb_pg,ast_pg,tov_pg,stl_pg,blk_pg,pf_pg,off_rating,def_rating,net_rating,pace,ts_pct
2003,2003-04,Atlanta Hawks,28,54,0.341,92.8,97.5,-4.6,82,7610,7995,34.5,79.6,0.433,5.1,15.2,0.335,18.7,24.1,0.776,12.1,30.6,42.7,20.1,16.5,7.6,5.0,22.3,99.1,103.9,-4.8,92.68,0.514
2003,2003-04,Boston Celtics,36,46,0.439,95.3,96.7,-1.5,82,7815,7929,34.7,78.2,0.443,6.7,19.5,0.346,19.2,25.5,0.75,10.4,29.8,40.1,20.5,16.2,9.4,4.0,22.4,100.7,102.2,-1.5,94.47,0.532
2003,2003-04,Chicago Bulls,23,59,0.28,89.7,96.0,-6.4,82,7355,7872,34.1,82.4,0.414,5.2,15.3,0.342,16.2,22.4,0.725,12.8,30.7,43.5,21.9,16.1,8.0,4.8,23.3,95.6,102.1,-6.5,93.23,0.486
2003,2003-04,Cleveland Cavaliers,35,47,0.427,92.9,95.5,-2.6,82,7618,7831,35.6,82.4,0.433,3.0,9.6,0.314,18.6,24.8,0.753,13.6,31.9,45.6,22.0,14.8,7.1,6.5,21.3,100.6,103.1,-2.6,91.71,0.498
2003,2003-04,Dallas Mavericks,52,30,0.634,105.2,100.8,4.4,82,8626,8266,40.5,88.2,0.459,6.2,17.8,0.348,18.0,22.6,0.796,14.3,31.0,45.3,23.9,12.2,8.0,5.3,19.6,110.4,105.9,4.5,94.62,0.536
2003,2003-04,Denver Nuggets,43,39,0.524,97.2,96.1,1.1,82,7970,7880,36.5,82.5,0.443,4.0,12.0,0.336,20.2,26.3,0.767,13.2,29.1,42.3,21.9,15.6,9.1,6.3,22.0,102.4,101.4,1.0,94.64,0.517
2003,2003-04,Detroit Pistons,54,28,0.659,90.1,84.3,5.8,82,7388,6913,33.5,77.0,0.435,4.1,11.8,0.344,19.0,25.3,0.753,12.4,30.4,42.8,20.8,15.1,8.0,7.0,20.3,100.3,93.9,6.5,89.34,0.511
2003,2003-04,Golden State Warriors,37,45,0.451,93.3,94.0,-0.7,82,7651,7708,35.1,79.4,0.442,5.2,15.6,0.334,17.9,24.7,0.725,12.2,30.9,43.1,20.5,14.8,7.0,4.7,20.6,101.5,102.6,-1.1,90.95,0.517
2003,2003-04,Houston Rockets,45,37,0.549,89.8,88.0,1.7,82,7364,7216,33.4,75.5,0.442,6.3,17.1,0.366,16.7,21.6,0.773,10.3,32.3,42.6,19.3,16.7,6.8,5.4,21.5,99.7,97.8,1.9,88.92,0.528
2003,2003-04,Indiana Pacers,61,21,0.744,91.4,85.6,5.8,82,7495,7019,33.6,77.1,0.435,5.5,15.6,0.351,18.8,24.6,0.764,11.8,29.9,41.7,21.6,14.4,8.9,5.0,20.8,102.5,96.2,6.3,88.54,0.52
2003,2003-04,Los Angeles Clippers,28,54,0.341,94.8,99.4,-4.6,82,7774,8151,34.4,80.2,0.428,4.0,12.5,0.321,22.0,28.1,0.785,14.0,29.5,43.5,20.2,16.4,7.2,4.6,22.1,101.9,106.6,-4.7,92.49,0.512
2003,2003-04,Los Angeles Lakers,56,26,0.683,98.2,94.3,3.9,82,8052,7733,36.9,81.4,0.454,4.5,13.6,0.327,19.9,28.7,0.693,12.2,30.9,43.1,23.8,13.8,8.3,4.6,21.1,104.2,100.1,4.1,93.39,0.522
2003,2003-04,Memphis Grizzlies,50,32,0.61,96.7,94.3,2.4,82,7929,7733,36.1,81.2,0.445,5.5,16.0,0.34,19.0,26.1,0.727,12.8,29.0,41.8,23.4,15.0,9.7,6.9,23.2,103.4,100.8,2.6,92.6,0.522
2003,2003-04,Miami Heat,42,40,0.512,90.3,89.7,0.5,82,7405,7355,33.3,78.3,0.425,5.9,16.5,0.357,17.8,23.4,0.762,11.5,30.0,41.5,19.1,13.9,7.2,3.8,22.1,100.6,100.3,0.3,89.3,0.51
2003,2003-04,Milwaukee Bucks,41,41,0.5,98.0,97.0,1.1,82,8036,7954,36.2,81.1,0.447,4.9,14.0,0.35,20.7,26.7,0.775,11.7,30.5,42.2,22.8,13.5,6.8,4.7,20.3,104.6,103.5,1.1,93.2,0.528
2003,2003-04,Minnesota Timberwolves,58,24,0.707,94.5,89.1,5.5,82,7749,7306,37.0,80.1,0.462,4.0,10.9,0.363,16.6,21.3,0.781,10.7,32.3,42.9,23.0,12.7,6.8,5.6,21.1,104.2,98.5,5.7,90.24,0.528
2003,2003-04,New Jersey Nets,47,35,0.573,90.3,87.8,2.5,82,7405,7200,34.3,77.7,0.441,4.6,13.7,0.336,17.0,22.6,0.753,10.5,30.2,40.7,24.5,14.7,8.6,3.9,21.0,99.0,96.4,2.6,90.97,0.515
2003,2003-04,New Orleans Hornets,41,41,0.5,91.8,92.0,-0.1,82,7528,7544,33.8,80.5,0.42,6.5,20.3,0.319,17.7,23.6,0.751,13.3,29.5,42.8,20.9,15.0,8.6,4.2,20.9,100.7,100.6,0.1,90.59,0.505
2003,2003-04,New York Knicks,39,43,0.476,92.0,93.5,-1.5,82,7544,7667,35.1,79.4,0.442,5.0,13.6,0.364,16.8,21.1,0.793,11.6,31.0,42.6,20.7,15.7,7.4,4.8,23.1,99.7,101.3,-1.6,91.29,0.518
2003,2003-04,Orlando Magic,21,61,0.256,94.0,101.1,-7.0,82,7708,8290,35.4,82.5,0.429,5.2,15.2,0.344,18.0,24.4,0.737,12.2,28.7,40.9,19.3,13.7,6.7,3.8,21.3,101.4,108.8,-7.4,92.14,0.504
2003,2003-04,Philadelphia 76ers,33,49,0.402,88.0,90.5,-2.5,82,7216,7421,32.7,76.3,0.428,4.1,12.1,0.342,18.4,24.5,0.753,11.5,29.4,40.8,20.0,15.9,8.0,4.4,20.7,97.8,100.4,-2.6,89.26,0.505
2003,2003-04,Phoenix Suns,29,53,0.354,94.2,97.9,-3.7,82,7724,8028,36.1,81.4,0.443,5.1,14.7,0.345,17.0,22.7,0.746,11.3,29.3,40.6,19.3,15.2,9.0,4.7,22.7,100.3,104.2,-3.8,93.72,0.515
2003,2003-04,Portland Trail Blazers,41,41,0.5,90.7,92.0,-1.3,82,7437,7544,35.3,78.9,0.448,4.6,13.4,0.346,15.4,21.1,0.731,12.7,29.0,41.7,21.6,14.8,7.5,5.4,19.0,102.1,103.5,-1.5,87.54,0.515
2003,2003-04,Sacramento Kings,55,27,0.671,102.8,97.8,5.0,82,8430,8020,37.8,81.8,0.462,7.3,18.3,0.401,19.8,24.9,0.795,10.8,30.4,41.2,26.2,13.9,8.7,4.0,19.3,108.6,103.2,5.4,94.25,0.554
2003,2003-04,San Antonio Spurs,57,25,0.695,91.5,84.3,7.2,82,7503,6913,34.7,78.5,0.442,5.0,13.9,0.358,17.2,25.2,0.681,12.5,32.5,45.1,20.4,14.7,8.1,6.5,20.3,101.0,93.1,7.9,90.23,0.511
2003,2003-04,Seattle SuperSonics,37,45,0.451,97.1,97.8,-0.6,82,7962,8020,35.8,80.4,0.446,8.8,23.6,0.373,16.6,21.7,0.765,11.1,28.3,39.3,21.7,14.5,8.1,4.7,21.8,105.6,106.4,-0.8,91.34,0.54
2003,2003-04,Utah Jazz,42,40,0.512,88.7,89.9,-1.2,82,7273,7372,32.8,75.3,0.436,3.1,9.6,0.321,20.0,26.8,0.746,13.5,27.7,41.2,20.4,16.6,7.1,6.0,25.6,100.0,101.3,-1.3,88.26,0.509
2003,2003-04,Washington Wizards,25,57,0.305,91.8,97.4,-5.6,82,7528,7987,33.6,80.0,0.421,5.3,15.5,0.342,19.3,27.0,0.714,13.6,29.2,42.8,18.7,17.5,8.9,5.0,20.9,97.2,102.9,-5.7,93.9,0.5
2004,2004-05,Atlanta Hawks,13,69,0.159,92.7,102.5,-9.7,82,7601,8405,35.9,81.4,0.441,3.7,11.9,0.312,17.3,24.3,0.711,13.4,28.5,41.9,19.7,16.1,7.7,4.2,24.5,98.8,109.0,-10.2,93.09,0.504
2004,2004-05,Boston Celtics,45,37,0.549,101.3,100.4,0.9,82,8307,8233,37.1,79.4,0.468,5.3,15.3,0.349,21.6,28.3,0.764,11.1,29.7,40.8,22.1,15.8,8.1,5.2,24.4,105.9,105.1,0.8,94.61,0.551
2004,2004-05,Charlotte Bobcats,18,64,0.22,94.3,100.2,-6.0,82,7733,8216,36.1,83.6,0.432,3.9,10.7,0.363,18.1,25.6,0.709,13.2,28.5,41.7,21.9,14.5,8.5,5.4,23.1,99.8,106.0,-6.2,93.54,0.497
2004,2004-05,Chicago Bulls,47,35,0.573,94.5,93.4,1.1,82,7749,7659,34.7,80.4,0.432,6.2,17.5,0.357,18.7,25.0,0.75,12.2,31.6,43.8,21.3,16.7,7.0,4.5,24.7,100.5,99.1,1.4,93.41,0.517
2004,2004-05,Cleveland Cavaliers,42,40,0.512,96.5,95.7,0.8,82,7913,7847,36.5,81.5,0.447,3.7,11.0,0.332,19.9,26.5,0.752,13.6,28.7,42.3,22.6,13.9,8.0,5.6,22.6,105.3,104.7,0.6,90.72,0.518
2004,2004-05,Dallas Mavericks,58,24,0.707,102.5,96.8,5.7,82,8405,7938,37.3,81.6,0.457,5.6,15.5,0.364,22.3,28.2,0.789,12.1,30.9,42.9,19.6,13.4,8.6,5.6,22.3,108.5,102.6,5.9,94.18,0.545
2004,2004-05,Denver Nuggets,49,33,0.598,99.5,97.5,2.0,82,8159,7995,37.0,80.7,0.459,3.9,11.5,0.34,21.5,28.2,0.763,11.8,30.2,42.0,23.9,14.9,9.1,6.0,22.9,104.7,102.6,2.2,94.68,0.535
2004,2004-05,Detroit Pistons,54,28,0.659,93.3,89.5,3.9,82,7651,7339,34.8,78.3,0.444,4.4,12.8,0.345,19.4,26.2,0.739,12.9,30.6,43.4,21.8,13.8,7.0,6.1,20.0,103.9,99.6,4.3,88.59,0.519
2004,2004-05,Golden State Warriors,34,48,0.415,98.7,100.9,-2.2,82,8093,8274,36.9,85.8,0.43,7.6,21.6,0.352,17.2,23.8,0.722,13.0,29.7,42.7,22.1,13.6,7.8,5.1,22.4,103.4,105.5,-2.2,94.45,0.512
2004,2004-05,Houston Rockets,51,31,0.622,95.1,91.0,4.0,82,7798,7462,34.7,78.3,0.443,6.7,18.5,0.364,18.9,24.2,0.781,10.7,31.7,42.4,21.1,13.8,6.9,4.6,22.0,104.4,100.1,4.3,90.18,0.534
2004,2004-05,Indiana Pacers,44,38,0.537,93.0,92.2,0.8,82,7626,7560,32.5,75.2,0.432,6.6,19.2,0.344,21.3,26.9,0.792,10.6,29.5,40.1,18.2,14.3,7.5,4.4,23.0,103.7,102.7,1.0,88.71,0.534
2004,2004-05,Los Angeles Clippers,37,45,0.451,95.7,96.5,-0.8,82,7847,7913,35.7,77.7,0.459,2.8,8.2,0.345,21.6,27.7,0.778,12.0,29.9,41.9,23.2,15.7,7.3,5.1,22.2,103.8,104.5,-0.8,90.66,0.533
2004,2004-05,Los Angeles Lakers,34,48,0.415,98.7,101.7,-3.0,82,8093,8339,35.3,80.8,0.437,7.9,22.1,0.355,20.3,26.1,0.777,12.5,30.6,43.2,20.4,14.3,6.2,4.2,21.9,106.4,109.6,-3.2,92.34,0.535
2004,2004-05,Memphis Grizzlies,45,37,0.549,93.4,91.1,2.3,82,7659,7470,34.2,76.5,0.447,6.5,18.1,0.357,18.6,24.7,0.754,10.8,28.1,39.0,20.9,14.6,8.5,5.8,23.3,104.2,101.5,2.7,89.65,0.535
2004,2004-05,Miami Heat,59,23,0.72,101.5,95.0,6.5,82,8323,7790,37.8,77.7,0.486,5.8,15.4,0.377,20.2,30.1,0.672,10.8,32.2,43.0,21.8,13.7,6.4,5.8,22.1,108.9,102.2,6.7,91.73,0.559
2004,2004-05,Milwaukee Bucks,30,52,0.366,97.2,100.2,-3.0,82,7970,8216,36.1,80.2,0.45,4.0,11.3,0.351,21.0,27.2,0.772,12.0,29.3,41.3,21.0,13.8,6.5,3.5,21.9,105.1,108.1,-3.0,92.14,0.527
2004,2004-05,Minnesota Timberwolves,44,38,0.537,96.8,95.3,1.5,82,7938,7815,37.1,80.8,0.459,4.8,14.0,0.345,17.7,22.2,0.796,11.5,31.5,43.0,23.4,13.2,5.6,5.5,21.6,106.6,105.0,1.6,90.39,0.534
2004,2004-05,New Jersey Nets,42,40,0.512,91.4,92.9,-1.5,82,7495,7618,33.6,78.3,0.429,5.3,14.7,0.362,19.0,24.9,0.763,10.4,29.1,39.5,21.6,14.2,7.9,3.8,24.2,99.9,101.6,-1.7,90.41,0.512
2004,2004-05,New Orleans Hornets,18,64,0.22,88.4,95.5,-7.1,82,7249,7831,33.1,80.0,0.415,5.1,16.0,0.315,17.1,22.3,0.766,12.4,27.8,40.2,21.0,14.8,6.7,3.8,23.0,98.2,105.9,-7.7,88.97,0.493
2004,2004-05,New York Knicks,33,49,0.402,97.3,99.7,-2.4,82,7979,8175,36.3,80.5,0.451,5.4,15.1,0.356,19.3,25.1,0.767,11.8,29.2,41.0,20.3,14.7,7.7,3.2,23.7,104.5,107.2,-2.7,92.12,0.531
2004,2004-05,Orlando Magic,36,46,0.439,99.5,101.8,-2.2,82,8159,8348,37.0,81.5,0.454,3.9,11.2,0.349,21.6,28.5,0.759,12.7,31.0,43.7,19.3,16.1,7.7,5.4,23.6,103.4,105.7,-2.3,96.15,0.529
2004,2004-05,Philadelphia 76ers,43,39,0.524,99.1,99.9,-0.7,82,8126,8192,35.9,82.1,0.437,6.2,17.7,0.348,21.1,26.8,0.789,11.1,30.9,42.0,20.9,15.5,9.2,3.9,22.9,101.8,102.5,-0.7,96.56,0.528
2004,2004-05,Phoenix Suns,62,20,0.756,110.4,103.3,7.1,82,9053,8471,40.9,85.6,0.477,9.7,24.7,0.393,19.0,25.4,0.748,11.8,32.3,44.1,23.5,13.7,7.0,5.5,19.1,112.7,105.7,7.0,97.35,0.571
2004,2004-05,Portland Trail Blazers,27,55,0.329,92.9,96.9,-4.0,82,7618,7946,35.3,78.3,0.451,5.1,14.2,0.362,17.2,23.7,0.725,11.8,29.3,41.1,21.0,16.0,7.1,6.6,20.8,101.9,106.1,-4.3,91.05,0.524
2004,2004-05,Sacramento Kings,50,32,0.61,103.7,101.6,2.2,82,8503,8331,39.1,85.1,0.459,6.4,17.0,0.374,19.2,24.4,0.787,12.5,29.9,42.4,24.5,13.1,8.2,3.9,20.5,108.8,106.5,2.3,94.52,0.541
2004,2004-05,San Antonio Spurs,59,23,0.72,96.2,88.4,7.8,82,7888,7249,35.6,78.7,0.453,6.2,17.0,0.363,18.7,25.9,0.724,12.0,30.4,42.4,21.6,13.7,7.5,6.6,20.9,106.1,97.8,8.3,89.96,0.534
2004,2004-05,Seattle SuperSonics,52,30,0.634,98.9,96.6,2.3,82,8110,7921,35.1,79.2,0.444,8.1,22.2,0.365,20.5,26.0,0.79,12.7,28.2,40.9,18.1,13.6,6.7,4.1,23.7,110.3,108.0,2.3,89.24,0.546
2004,2004-05,Utah Jazz,26,56,0.317,93.0,97.3,-4.3,82,7626,7979,34.5,76.8,0.449,3.0,9.3,0.328,21.0,27.7,0.757,12.8,27.4,40.1,22.3,15.8,6.6,4.6,26.7,102.9,107.3,-4.4,90.02,0.522
2004,2004-05,Washington Wizards,45,37,0.549,100.5,100.8,-0.3,82,8241,8266,36.2,82.9,0.437,6.3,18.3,0.343,21.9,30.2,0.725,13.8,29.0,42.8,19.1,14.3,8.7,4.2,22.0,105.4,105.9,-0.4,94.8,0.523
2005,2005-06,Atlanta Hawks,26,56,0.317,97.2,102.0,-4.8,82,7970,8364,35.9,79.2,0.454,5.2,14.1,0.367,20.2,26.9,0.75,13.0,27.2,40.3,19.8,15.7,7.2,4.8,25.0,104.8,110.1,-5.3,91.75,0.534
2005,2005-06,Boston Celtics,33,49,0.402,98.0,99.5,-1.5,82,8036,8159,36.0,77.1,0.467,5.7,15.7,0.362,20.3,26.9,0.755,9.9,29.7,39.6,20.9,16.6,7.0,5.1,24.8,104.0,105.6,-1.5,93.27,0.551
2005,2005-06,Charlotte Bobcats,26,56,0.317,96.9,100.9,-4.0,82,7946,8274,36.1,83.5,0.433,5.2,15.4,0.339,19.4,26.7,0.729,12.1,27.7,39.8,20.9,14.2,10.0,4.3,23.9,101.2,105.6,-4.4,94.57,0.509
2005,2005-06,Chicago Bulls,41,41,0.5,97.8,97.2,0.6,82,8020,7970,36.6,82.2,0.446,6.8,18.0,0.379,17.7,24.0,0.738,11.0,31.7,42.8,22.0,14.9,6.2,4.2,24.9,103.3,102.7,0.7,93.59,0.527
2005,2005-06,Cleveland Cavaliers,50,32,0.61,97.6,95.4,2.2,82,8003,7823,35.5,78.2,0.454,6.1,17.9,0.339,20.6,28.3,0.729,11.7,30.6,42.3,19.0,13.9,6.9,4.8,21.1,106.6,104.4,2.1,90.77,0.538
2005,2005-06,Dallas Mavericks,60,22,0.732,99.1,93.1,6.1,82,8126,7634,36.0,77.7,0.462,5.1,13.6,0.374,22.2,28.3,0.783,12.6,29.6,42.2,18.0,13.6,7.2,6.0,22.4,109.9,103.2,6.7,89.3,0.55
2005,2005-06,Denver Nuggets,44,38,0.537,100.3,100.1,0.2,82,8225,8208,37.5,81.4,0.461,4.3,13.1,0.325,21.0,28.2,0.744,11.0,30.3,41.3,23.4,14.8,8.5,5.6,22.7,104.4,104.1,0.3,94.9,0.535
2005,2005-06,Detroit Pistons,64,18,0.78,96.8,90.2,6.7,82,7938,7396,36.4,80.0,0.455,6.8,17.7,0.384,17.3,23.8,0.727,11.9,28.6,40.5,24.0,11.4,7.1,6.0,18.5,109.3,101.7,7.6,87.98,0.535
2005,2005-06,Golden State Warriors,34,48,0.415,98.5,99.8,-1.4,82,8077,8184,35.8,82.7,0.433,7.6,22.3,0.341,19.2,26.7,0.718,12.0,30.3,42.3,20.7,14.1,7.4,4.3,23.7,103.5,104.9,-1.4,94.43,0.521
2005,2005-06,Houston Rockets,34,48,0.415,90.1,91.7,-1.6,82,7388,7519,33.0,76.2,0.433,5.7,17.2,0.332,18.3,24.1,0.759,10.4,31.3,41.6,19.3,14.5,7.2,3.9,22.7,100.4,102.1,-1.7,89.07,0.519
2005,2005-06,Indiana Pacers,41,41,0.5,93.9,92.0,1.9,82,7700,7544,34.0,76.5,0.444,6.5,18.7,0.349,19.4,26.3,0.737,11.0,31.2,42.2,19.9,15.3,7.3,5.0,22.2,103.1,101.0,2.0,90.85,0.533
2005,2005-06,Los Angeles Clippers,47,35,0.573,97.2,95.6,1.6,82,7970,7839,36.5,78.6,0.465,3.5,10.3,0.344,20.7,26.1,0.791,10.1,33.0,43.1,20.8,14.5,6.5,6.1,22.8,103.8,102.2,1.6,92.99,0.54
2005,2005-06,Los Angeles Lakers,45,37,0.549,99.4,96.9,2.5,82,8151,7946,36.5,80.6,0.453,6.7,19.3,0.349,19.7,26.5,0.745,11.8,30.3,42.2,21.1,13.9,7.7,4.3,23.1,106.8,104.2,2.6,92.22,0.539
2005,2005-06,Memphis Grizzlies,49,33,0.598,92.2,88.5,3.7,82,7560,7257,33.5,74.7,0.448,7.2,19.2,0.374,18.0,25.3,0.711,10.2,29.0,39.2,19.3,13.8,7.3,5.4,21.4,104.5,100.4,4.1,87.39,0.537
2005,2005-06,Miami Heat,52,30,0.634,99.9,96.0,3.9,82,8192,7872,37.1,77.5,0.478,6.1,17.6,0.345,19.7,28.2,0.7,10.5,32.6,43.1,20.6,14.5,6.4,5.4,22.8,107.5,103.4,4.1,92.56,0.556
2005,2005-06,Milwaukee Bucks,40,42,0.488,97.8,98.8,-1.0,82,8020,8102,36.3,80.1,0.453,6.2,16.3,0.38,19.0,25.8,0.738,11.3,29.9,41.2,21.6,14.6,7.3,3.3,23.2,104.9,105.9,-1.0,92.45,0.535
2005,2005-06,Minnesota Timberwolves,33,49,0.402,91.7,93.6,-1.9,82,7519,7675,35.2,77.3,0.456,3.8,11.5,0.329,17.5,23.1,0.758,9.9,29.5,39.4,20.9,14.5,6.8,5.7,23.0,101.5,103.5,-2.0,89.58,0.524
2005,2005-06,New Jersey Nets,49,33,0.598,93.8,92.4,1.4,82,7692,7577,33.9,77.0,0.44,5.8,17.6,0.33,20.2,26.7,0.758,10.0,31.0,41.0,23.0,13.6,6.8,3.4,23.2,102.4,100.9,1.5,91.17,0.528
2005,2005-06,New Orleans/Oklahoma City Hornets,38,44,0.463,92.8,95.6,-2.8,82,7610,7839,34.5,78.4,0.44,3.7,10.8,0.339,20.1,26.5,0.758,11.2,29.0,40.2,18.5,13.4,7.5,3.8,21.8,102.3,105.1,-2.8,90.32,0.515
2005,2005-06,New York Knicks,23,59,0.28,95.6,102.0,-6.4,82,7839,8364,34.4,75.7,0.455,3.9,10.8,0.362,22.9,31.5,0.726,12.6,28.8,41.4,17.9,17.7,6.8,3.3,26.3,102.7,109.3,-6.6,92.03,0.534
2005,2005-06,Orlando Magic,36,46,0.439,94.9,96.0,-1.1,82,7782,7872,35.5,75.2,0.472,3.6,9.7,0.376,20.3,27.8,0.73,10.9,29.3,40.2,18.2,15.1,6.5,4.4,23.3,105.3,106.6,-1.3,89.12,0.543
2005,2005-06,Philadelphia 76ers,38,44,0.463,99.4,101.3,-2.0,82,8151,8307,36.6,79.8,0.458,4.6,12.6,0.364,21.6,28.4,0.76,10.6,29.6,40.2,20.2,14.1,7.9,4.9,20.9,104.7,106.5,-1.8,93.91,0.538
2005,2005-06,Phoenix Suns,54,28,0.659,108.4,102.8,5.5,82,8889,8430,41.8,87.4,0.479,10.2,25.6,0.399,14.5,18.0,0.806,9.5,32.3,41.8,26.6,13.3,6.7,5.0,20.5,110.2,104.7,5.4,96.92,0.568
2005,2005-06,Portland Trail Blazers,21,61,0.256,88.8,98.3,-9.5,82,7282,8061,34.0,76.4,0.445,4.4,12.7,0.349,16.3,23.7,0.689,10.8,26.9,37.7,18.2,14.7,6.5,5.3,22.3,99.7,110.3,-10.7,88.88,0.511
2005,2005-06,Sacramento Kings,44,38,0.537,98.9,97.3,1.5,82,8110,7979,36.0,79.3,0.454,6.0,17.2,0.351,20.8,26.5,0.784,10.4,30.2,40.5,22.3,14.6,7.4,3.6,20.4,105.3,103.5,1.8,93.26,0.544
2005,2005-06,San Antonio Spurs,63,19,0.768,95.6,88.8,6.8,82,7839,7282,36.5,77.3,0.472,6.4,16.6,0.385,16.2,23.1,0.702,10.4,31.1,41.5,20.9,13.7,6.6,5.7,20.9,106.2,98.7,7.5,89.41,0.546
2005,2005-06,Seattle SuperSonics,35,47,0.427,102.6,105.6,-3.0,82,8413,8659,37.5,81.8,0.459,7.4,19.9,0.371,20.1,25.7,0.785,12.4,27.2,39.6,20.7,14.7,7.6,3.7,23.6,109.4,112.7,-3.3,93.04,0.551
2005,2005-06,Utah Jazz,41,41,0.5,92.4,95.0,-2.6,82,7577,7790,33.5,75.7,0.442,3.8,11.3,0.336,21.6,30.1,0.719,13.1,29.0,42.1,21.6,15.7,6.4,6.0,24.8,102.4,105.1,-2.7,89.4,0.519
2005,2005-06,Washington Wizards,42,40,0.512,101.7,99.8,1.9,82,8339,8184,36.3,81.2,0.447,6.1,17.0,0.357,23.0,30.4,0.757,12.6,28.6,41.2,18.6,13.9,8.0,4.1,22.6,107.7,105.8,1.9,93.68,0.538
2006,2006-07,Atlanta Hawks,30,52,0.366,93.7,98.4,-4.8,82,7683,8069,34.5,77.7,0.444,4.2,12.7,0.329,20.5,26.9,0.761,11.9,28.2,40.1,19.2,15.9,7.4,5.4,24.0,102.0,107.0,-5.1,90.98,0.523
2006,2006-07,Boston Celtics,24,58,0.293,95.8,99.2,-3.4,82,7856,8134,34.9,78.7,0.443,5.7,15.6,0.367,20.4,26.6,0.767,11.2,29.2,40.4,19.9,16.5,7.2,4.7,24.0,102.3,105.8,-3.5,92.91,0.53
2006,2006-07,Charlotte Bobcats,33,49,0.402,96.9,100.6,-3.7,82,7946,8249,36.1,81.0,0.446,5.6,15.6,0.357,19.1,26.0,0.734,11.2,28.6,39.8,22.4,14.9,7.8,4.5,24.2,102.4,106.3,-3.9,93.11,0.524
2006,2006-07,Chicago Bulls,49,33,0.598,98.8,93.8,5.0,82,8102,7692,37.1,81.3,0.457,5.9,15.1,0.388,18.6,25.4,0.734,12.0,31.7,43.7,22.3,16.0,7.8,5.4,23.3,104.0,98.8,5.2,94.47,0.534
2006,2006-07,Cleveland Cavaliers,50,32,0.61,96.8,92.9,3.8,82,7938,7618,36.3,81.2,0.447,6.0,17.1,0.352,18.1,26.0,0.696,12.7,30.8,43.5,20.8,14.4,7.6,4.3,21.7,104.4,100.6,3.8,91.59,0.522
2006,2006-07,Dallas Mavericks,67,15,0.817,100.0,92.8,7.2,82,8200,7610,36.7,78.6,0.467,6.5,17.1,0.381,20.1,24.9,0.805,11.2,30.7,41.9,19.9,13.9,6.8,5.0,22.4,109.7,102.1,7.6,90.68,0.559
2006,2006-07,Denver Nuggets,45,37,0.549,105.4,103.7,1.6,82,8643,8503,38.6,83.0,0.465,5.9,17.6,0.336,22.3,29.9,0.746,12.2,31.2,43.4,23.4,16.5,8.3,5.3,21.4,106.7,105.1,1.7,98.2,0.548
2006,2006-07,Detroit Pistons,53,29,0.646,96.0,91.8,4.2,82,7872,7528,35.9,79.1,0.454,5.5,15.9,0.344,18.8,24.2,0.774,11.6,29.0,40.5,21.6,12.2,7.1,5.8,20.4,107.4,102.6,4.8,88.56,0.535
2006,2006-07,Golden State Warriors,42,40,0.512,106.5,106.9,-0.3,82,8733,8766,39.8,86.0,0.463,8.5,24.0,0.356,18.5,25.8,0.717,11.5,29.9,41.4,23.8,16.0,9.1,5.7,23.6,106.2,106.5,-0.3,99.97,0.548
2006,2006-07,Houston Rockets,52,30,0.634,97.0,92.1,4.9,82,7954,7552,35.4,79.6,0.445,8.6,23.1,0.372,17.5,23.2,0.753,10.7,32.6,43.3,20.8,14.2,7.1,4.1,20.9,104.7,99.7,4.9,91.7,0.54
2006,2006-07,Indiana Pacers,35,47,0.427,95.6,98.0,-2.4,82,7839,8036,35.0,80.0,0.438,5.9,16.9,0.346,19.7,25.9,0.76,12.1,29.8,41.8,20.5,16.3,7.3,5.5,23.3,101.9,104.4,-2.5,93.43,0.523
2006,2006-07,Los Angeles Clippers,40,42,0.488,95.6,96.1,-0.5,82,7839,7880,35.1,77.0,0.456,3.8,11.0,0.348,21.6,27.4,0.788,10.8,30.3,41.1,21.5,15.1,7.3,5.8,22.7,103.8,104.2,-0.4,91.92,0.537
2006,2006-07,Los Angeles Lakers,42,40,0.512,103.3,103.4,-0.1,82,8471,8479,37.8,81.3,0.466,7.4,21.0,0.353,20.2,27.1,0.747,10.8,30.4,41.2,22.6,15.5,7.3,5.1,23.0,107.3,107.5,-0.2,94.58,0.554
2006,2006-07,Memphis Grizzlies,22,60,0.268,101.6,106.7,-5.1,82,8331,8749,36.6,78.6,0.465,6.1,16.6,0.367,22.4,29.4,0.761,10.6,29.0,39.5,20.5,16.4,6.9,5.0,22.3,105.7,110.9,-5.2,94.77,0.555
2006,2006-07,Miami Heat,44,38,0.537,94.6,95.5,-0.9,82,7757,7831,35.6,76.7,0.464,6.4,18.8,0.343,17.0,24.6,0.69,10.0,30.8,40.8,20.5,14.6,6.9,5.4,21.3,103.4,104.6,-1.2,90.61,0.541
2006,2006-07,Milwaukee Bucks,28,54,0.341,99.7,104.0,-4.4,82,8175,8528,38.1,81.9,0.465,6.4,18.0,0.356,17.1,23.4,0.733,11.5,27.7,39.2,21.6,15.1,7.2,2.7,22.2,106.0,110.3,-4.3,93.33,0.541
