year,season,team,wins,losses,win_loss_perc,points_pg,points_opp_pg,points_diff_pg,g,points_total,points_opp_total,fgm_pg,fga_pg,fg_pct,fg3m_pg,fg3a_pg,fg3_pct,ftm_pg,fta_pg,ft_pct,oreb_pg,dreb_pg,reb_pg,ast_pg,tov_pg,stl_pg,blk_pg,pf_pg,off_rating,def_rating,net_rating,pace,ts_pct
2021,2021-22,Charlotte Hornets,43,39,0.524,115.3,114.9,0.4,82,9455,9422,42.8,91.4,0.468,13.9,38.2,0.365,15.8,21.4,0.74,10.8,33.7,44.6,28.1,13.3,8.6,4.9,19.9,113.6,113.1,0.5,100.52,0.572
2021,2021-22,Chicago Bulls,46,36,0.561,111.6,112.0,-0.4,82,9151,9184,41.7,86.9,0.48,10.6,28.8,0.369,17.5,21.5,0.813,8.7,33.7,42.3,23.9,12.8,7.1,4.1,18.8,112.7,113.2,-0.5,98.76,0.579
2021,2021-22,Cleveland Cavaliers,44,38,0.537,107.8,105.7,2.1,82,8840,8667,39.7,84.6,0.469,11.6,32.8,0.355,16.8,22.1,0.76,10.2,34.0,44.2,25.2,14.4,7.1,4.2,17.5,111.0,108.9,2.1,96.83,0.571
2021,2021-22,Dallas Mavericks,52,30,0.634,108.0,104.7,3.3,82,8856,8585,39.3,85.1,0.461,13.1,37.4,0.35,16.4,21.2,0.771,9.3,33.8,43.0,23.4,12.5,6.7,4.0,19.7,112.5,109.1,3.5,95.64,0.572
2021,2021-22,Denver Nuggets,48,34,0.585,112.7,110.4,2.3,82,9241,9053,41.7,86.3,0.483,12.7,35.9,0.353,16.7,21.0,0.795,9.2,34.9,44.1,27.8,14.5,7.2,3.7,20.0,113.8,111.5,2.3,98.41,0.59
2021,2021-22,Detroit Pistons,23,59,0.28,104.8,112.5,-7.7,82,8594,9225,38.2,88.6,0.431,11.3,34.6,0.326,17.2,22.0,0.782,11.0,32.0,43.0,23.5,14.2,7.7,4.8,21.9,105.6,113.3,-7.7,98.81,0.533
2021,2021-22,Golden State Warriors,53,29,0.646,111.0,105.5,5.5,82,9102,8651,40.5,86.4,0.469,14.3,39.4,0.364,15.6,20.3,0.769,9.8,35.7,45.5,27.1,14.9,8.8,4.5,21.0,112.1,106.6,5.5,98.74,0.582
2021,2021-22,Houston Rockets,20,62,0.244,109.7,118.2,-8.5,82,8995,9692,39.4,86.4,0.456,13.5,38.7,0.349,17.5,24.5,0.713,9.6,32.4,42.0,23.6,16.5,7.3,4.7,20.6,108.1,116.4,-8.3,101.16,0.565
2021,2021-22,Indiana Pacers,25,57,0.305,111.5,114.9,-3.5,82,9143,9422,41.4,89.5,0.463,12.2,35.4,0.344,16.4,21.4,0.768,11.3,32.6,43.9,25.4,14.4,7.1,5.6,20.4,111.9,115.5,-3.6,98.55,0.564
2021,2021-22,LA Clippers,42,40,0.512,108.4,108.4,0.0,82,8889,8889,40.1,87.4,0.458,12.8,34.2,0.374,15.5,19.6,0.793,9.1,34.9,44.0,24.0,13.7,7.4,5.0,18.6,109.5,109.5,0.0,98.51,0.564
2021,2021-22,Los Angeles Lakers,33,49,0.402,112.1,115.1,-3.0,82,9192,9438,41.6,88.8,0.469,12.0,34.5,0.347,16.8,23.0,0.732,9.5,34.5,44.0,24.0,14.5,7.6,5.2,20.2,110.0,112.8,-2.9,100.47,0.567
2021,2021-22,Memphis Grizzlies,56,26,0.683,115.6,109.9,5.7,82,9479,9012,43.5,94.4,0.461,11.5,32.7,0.353,17.0,23.1,0.734,14.1,35.0,49.2,26.0,13.2,9.8,6.5,19.8,114.3,108.9,5.3,100.52,0.553
2021,2021-22,Miami Heat,53,29,0.646,110.0,105.6,4.5,82,9020,8659,39.6,84.8,0.467,13.6,35.8,0.379,17.3,21.4,0.808,9.8,33.9,43.7,25.5,14.6,7.4,3.2,20.5,113.0,108.4,4.5,96.53,0.584
2021,2021-22,Milwaukee Bucks,51,31,0.622,115.5,112.1,3.4,82,9471,9192,41.8,89.4,0.468,14.1,38.4,0.366,17.8,22.9,0.776,10.2,36.5,46.7,23.9,13.4,7.6,4.0,18.2,114.3,111.1,3.2,100.59,0.58
2021,2021-22,Minnesota Timberwolves,46,36,0.561,115.9,113.3,2.6,82,9504,9291,41.6,91.0,0.457,14.8,41.3,0.358,18.0,23.1,0.778,11.2,32.9,44.2,25.7,14.3,8.8,5.6,21.8,113.8,111.0,2.7,101.47,0.573
2021,2021-22,New Orleans Pelicans,36,46,0.439,109.3,110.3,-1.0,82,8963,9045,40.2,88.0,0.457,10.6,32.1,0.332,18.3,23.2,0.789,12.0,33.2,45.2,25.0,14.1,8.3,4.0,19.7,111.2,112.0,-0.8,98.02,0.557
2021,2021-22,New York Knicks,37,45,0.451,106.5,106.6,-0.1,82,8733,8741,37.7,86.2,0.437,13.2,36.9,0.357,18.0,24.1,0.744,11.5,34.6,46.1,21.9,13.3,7.0,4.9,20.4,109.7,110.2,-0.4,96.42,0.55
2021,2021-22,Oklahoma City Thunder,24,58,0.293,103.7,111.8,-8.1,82,8503,9168,38.3,89.1,0.43,12.1,37.4,0.323,15.0,19.9,0.756,10.4,35.2,45.6,22.2,14.0,7.6,4.6,18.3,103.8,111.7,-8.0,99.39,0.53
2021,2021-22,Orlando Magic,22,60,0.268,104.2,112.2,-8.0,82,8544,9200,38.3,88.3,0.434,12.2,36.9,0.331,15.5,19.7,0.787,9.1,35.2,44.3,23.7,14.5,6.8,4.5,19.7,103.9,112.1,-8.1,99.71,0.538
2021,2021-22,Philadelphia 76ers,51,31,0.622,109.9,107.3,2.6,82,9012,8799,39.4,84.5,0.466,11.6,31.8,0.364,19.6,23.8,0.821,8.5,33.8,42.3,23.7,12.5,7.7,5.3,19.4,113.0,110.2,2.8,96.71,0.578
2021,2021-22,Phoenix Suns,64,18,0.78,114.8,107.3,7.5,82,9414,8799,43.7,90.1,0.485,11.6,31.9,0.364,15.9,19.9,0.797,9.8,35.5,45.3,27.4,12.9,8.6,4.4,19.9,114.2,106.8,7.5,100.26,0.581
2021,2021-22,Portland Trail Blazers,27,55,0.329,106.2,115.1,-8.9,82,8708,9438,38.5,87.1,0.442,12.7,36.8,0.346,16.4,21.6,0.76,10.4,32.5,42.9,22.9,14.5,8.0,4.5,21.1,107.3,116.3,-9.1,98.74,0.55
2021,2021-22,Sacramento Kings,30,52,0.366,110.3,115.8,-5.5,82,9045,9496,40.5,88.1,0.46,11.4,33.2,0.344,17.9,23.3,0.768,9.6,33.4,42.9,23.7,14.1,7.2,4.5,18.9,109.6,114.8,-5.2,100.1,0.561
2021,2021-22,San Antonio Spurs,34,48,0.415,113.2,113.0,0.1,82,9282,9266,43.2,92.7,0.467,11.3,32.0,0.352,15.4,20.4,0.754,11.0,34.3,45.3,27.9,12.7,7.6,4.9,18.1,111.9,111.7,0.2,100.51,0.556
2021,2021-22,Utah Jazz,49,33,0.598,113.6,107.6,6.0,82,9315,8823,40.6,86.2,0.471,14.5,40.3,0.36,17.9,23.4,0.767,10.8,35.6,46.3,22.4,14.0,7.2,4.9,18.9,116.2,110.0,6.2,97.5,0.589
2021,2021-22,Washington Wizards,35,47,0.427,108.6,112.0,-3.4,82,8905,9184,40.6,86.0,0.472,10.5,30.6,0.342,17.0,21.7,0.783,9.0,34.1,43.1,25.0,13.1,6.4,5.0,18.8,110.2,113.6,-3.4,97.8,0.568
2022,2022-23,Atlanta Hawks,41,41,0.5,118.4,118.1,0.3,82,9709,9684,44.6,92.4,0.483,10.8,30.5,0.352,18.5,22.6,0.818,11.2,33.2,44.4,25.0,12.9,7.1,4.9,18.8,115.5,115.4,0.1,101.56,0.579
2022,2022-23,Boston Celtics,57,25,0.695,117.9,111.4,6.5,82,9668,9135,42.2,88.8,0.475,16.0,42.6,0.377,17.5,21.6,0.812,9.7,35.6,45.3,26.7,13.4,6.4,5.2,18.8,117.3,110.6,6.7,99.15,0.6
2022,2022-23,Brooklyn Nets,45,37,0.549,113.4,112.5,0.9,82,9299,9225,41.5,85.1,0.487,12.8,33.8,0.378,17.7,22.1,0.8,8.2,32.3,40.5,25.5,13.7,7.1,6.2,21.1,114.6,113.5,1.1,98.77,0.598
2022,2022-23,Charlotte Hornets,27,55,0.329,111.0,117.2,-6.2,82,9102,9610,41.3,90.4,0.457,10.7,32.5,0.33,17.6,23.6,0.749,11.0,33.5,44.5,25.1,14.2,7.7,5.2,20.3,108.4,114.7,-6.3,101.47,0.551
2022,2022-23,Chicago Bulls,40,42,0.488,113.1,111.8,1.3,82,9274,9168,42.5,86.8,0.49,10.4,28.9,0.361,17.6,21.8,0.809,8.5,33.9,42.4,24.5,13.4,7.9,4.5,18.9,112.8,111.5,1.3,99.18,0.587
2022,2022-23,Cleveland Cavaliers,51,31,0.622,112.3,106.9,5.4,82,9209,8766,41.6,85.2,0.488,11.6,31.6,0.367,17.5,22.5,0.78,9.7,31.4,41.1,24.9,13.3,7.1,4.7,19.0,115.5,109.9,5.6,96.27,0.59
2022,2022-23,Dallas Mavericks,38,44,0.463,114.2,114.1,0.1,82,9364,9356,40.0,84.3,0.475,15.2,41.0,0.371,19.0,25.1,0.755,7.6,31.2,38.8,22.9,12.2,6.3,3.7,20.7,115.9,116.1,-0.2,97.21,0.599
2022,2022-23,Denver Nuggets,53,29,0.646,115.8,112.5,3.3,82,9496,9225,43.6,86.4,0.504,11.8,31.2,0.379,16.8,22.4,0.751,10.1,32.9,43.0,28.9,14.5,7.5,4.5,18.6,116.8,113.5,3.3,98.74,0.601
2022,2022-23,Detroit Pistons,17,65,0.207,110.3,118.5,-8.2,82,9045,9717,39.6,87.1,0.454,11.4,32.4,0.351,19.8,25.7,0.771,11.2,31.3,42.4,23.0,15.1,7.0,3.8,22.1,109.9,117.8,-7.9,99.88,0.561
2022,2022-23,Golden State Warriors,44,38,0.537,118.9,117.1,1.8,82,9750,9602,43.1,90.2,0.479,16.6,43.2,0.385,16.0,20.2,0.794,10.5,34.1,44.6,29.8,16.3,7.2,4.0,21.4,115.1,113.4,1.7,102.54,0.6
2022,2022-23,Houston Rockets,22,60,0.268,110.7,118.6,-7.9,82,9077,9725,40.6,88.9,0.457,10.4,31.9,0.327,19.1,25.3,0.754,13.4,32.9,46.3,22.4,16.2,7.3,4.6,20.5,110.5,118.6,-8.1,99.74,0.554
2022,2022-23,Indiana Pacers,35,47,0.427,116.3,119.5,-3.2,82,9537,9799,42.0,89.6,0.469,13.6,37.0,0.367,18.7,23.7,0.79,10.1,31.4,41.5,27.0,14.9,7.7,5.8,21.2,113.8,117.1,-3.3,101.68,0.581
2022,2022-23,LA Clippers,44,38,0.537,113.6,113.1,0.5,82,9315,9274,41.1,86.1,0.477,12.7,33.3,0.381,18.7,23.9,0.781,9.8,33.4,43.2,23.9,14.2,7.1,4.4,19.5,114.0,113.6,0.5,98.84,0.588
2022,2022-23,Los Angeles Lakers,43,39,0.524,117.2,116.6,0.6,82,9610,9561,42.9,89.0,0.482,10.8,31.2,0.346,20.6,26.6,0.775,10.0,35.7,45.7,25.3,14.1,6.4,4.6,17.9,113.9,113.2,0.7,101.92,0.582
2022,2022-23,Memphis Grizzlies,51,31,0.622,116.9,113.0,3.9,82,9586,9266,43.7,92.1,0.475,12.0,34.2,0.351,17.5,23.8,0.733,12.0,34.6,46.6,26.0,13.6,8.3,5.8,20.0,114.7,110.7,4.0,101.5,0.57
2022,2022-23,Miami Heat,44,38,0.537,109.5,109.8,-0.3,82,8979,9004,39.2,85.3,0.46,12.0,34.8,0.344,19.1,23.0,0.831,9.7,30.9,40.6,23.8,13.5,8.0,3.0,18.5,112.3,112.8,-0.5,96.76,0.574
2022,2022-23,Milwaukee Bucks,58,24,0.707,116.9,113.3,3.6,82,9586,9291,42.7,90.4,0.473,14.8,40.3,0.368,16.6,22.4,0.743,11.1,37.5,48.6,25.8,14.6,6.4,4.9,18.0,114.3,110.9,3.4,101.45,0.583
2022,2022-23,Minnesota Timberwolves,42,40,0.512,115.8,115.8,0.0,82,9496,9496,42.9,87.4,0.49,12.2,33.3,0.365,17.9,23.7,0.755,9.1,32.8,41.9,26.2,15.3,8.0,5.4,21.6,113.3,113.1,0.2,101.55,0.592
2022,2022-23,New Orleans Pelicans,42,40,0.512,114.4,112.5,1.9,82,9381,9225,42.0,87.6,0.48,11.0,30.1,0.364,19.3,24.4,0.793,10.6,33.1,43.7,25.9,14.6,8.3,4.1,20.5,113.8,112.0,1.9,99.58,0.582
2022,2022-23,New York Knicks,47,35,0.573,116.0,113.1,2.9,82,9512,9274,42.0,89.4,0.47,12.6,35.7,0.354,19.4,25.5,0.761,12.6,34.0,46.6,22.9,13.0,6.4,4.1,20.3,117.0,114.2,2.8,97.75,0.577
2022,2022-23,Oklahoma City Thunder,40,42,0.488,117.5,116.4,1.1,82,9635,9545,43.1,92.6,0.465,12.1,34.1,0.356,19.2,23.7,0.809,11.4,32.3,43.7,24.4,13.0,8.2,4.2,21.0,114.2,113.2,1.0,101.94,0.57
2022,2022-23,Orlando Magic,34,48,0.415,111.4,114.0,-2.6,82,9135,9348,40.5,86.3,0.47,10.8,31.1,0.346,19.6,25.0,0.784,10.2,33.1,43.2,23.2,15.1,7.4,4.7,20.1,111.3,113.7,-2.3,99.66,0.573
2022,2022-23,Philadelphia 76ers,54,28,0.659,115.2,110.9,4.3,82,9446,9094,40.8,83.8,0.487,12.6,32.6,0.387,21.0,25.1,0.835,8.7,32.2,40.9,25.2,13.7,7.7,4.7,20.4,117.0,112.7,4.4,97.44,0.608
2022,2022-23,Phoenix Suns,45,37,0.549,113.6,111.6,2.1,82,9315,9151,42.1,90.1,0.467,12.2,32.6,0.374,17.2,21.7,0.793,11.8,32.4,44.2,27.3,13.5,7.1,5.3,21.2,114.5,112.3,2.2,98.83,0.57
2022,2022-23,Portland Trail Blazers,33,49,0.402,113.4,117.4,-4.0,82,9299,9627,40.5,85.4,0.474,12.9,35.3,0.365,19.6,24.6,0.796,9.4,31.1,40.5,24.2,14.5,6.7,4.6,20.0,114.0,118.0,-4.0,99.25,0.589
2022,2022-23,Sacramento Kings,48,34,0.585,120.7,118.1,2.6,82,9897,9684,43.6,88.2,0.494,13.8,37.3,0.369,19.8,25.1,0.79,9.5,32.9,42.5,27.3,13.5,7.0,3.4,19.7,118.6,116.0,2.6,100.99,0.608
2022,2022-23,San Antonio Spurs,22,60,0.268,113.0,123.1,-10.0,82,9266,10094,43.1,92.6,0.465,11.1,32.2,0.345,15.8,21.2,0.743,11.8,31.9,43.7,27.2,15.3,7.0,3.9,19.9,109.7,119.6,-9.9,102.07,0.554
2022,2022-23,Utah Jazz,37,45,0.451,117.1,118.0,-0.9,82,9602,9676,42.5,89.8,0.473,13.3,37.8,0.353,18.7,23.8,0.786,11.8,34.1,45.9,26.0,15.4,6.1,5.2,20.5,115.3,116.0,-0.7,101.02,0.584
2022,2022-23,Washington Wizards,35,47,0.427,113.2,114.4,-1.2,82,9282,9381,42.1,86.9,0.485,11.3,31.7,0.356,17.6,22.4,0.785,9.4,34.2,43.6,25.4,14.1,6.8,5.2,18.8,113.7,114.9,-1.2,99.16,0.585
